"Species","Individual","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_FMNH124573",4.562065377,6.722524922,43.5060559,3.752463997,8.962726794,10.58914872,23.03889995,34.6172266,6.352209601,8.174653219,5.210850123,129.6037007,31.1377437,7.422731641,9.753572371,5.847201977,4.816762675,132.0233499,11.65754165,2.8761665,23.02165848,87.28560633,520.4068969,25.6381773,13.11055627,14.86281121,7.587187558,13.61294932
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_JM15466",4.31890706,7.489514708,14.60326059,4.119454976,13.78459244,8.82503036,18.26848481,36.01444886,6.501255871,7.97950717,4.609470646,139.6657527,55.49315457,7.448367289,10.02424591,7.36665832,6.66992194,133.1522016,13.97435324,3.948556785,24.37252616,99.78635363,520.4068969,19.80585108,22.58811132,31.68953178,21.79646968,12.84718807
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_JM20152",4.03282329,6.735129396,32.29508618,4.434269372,11.27149848,9.833963501,17.016052,38.99864518,6.965628431,8.174653219,5.474931257,136.0339899,66.94473281,8.113017584,10.90630298,6.630917804,6.115581777,126.8029073,17.39331126,3.065016992,28.31962061,111.6966881,418.3399165,25.6381773,7.362438917,10.8634889,21.65217336,8.286608745
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_JM20274",3.542598475,5.150399437,29.31265771,3.981611577,9.109098906,8.043660361,16.50567583,34.65624031,6.352209601,7.667970411,4.857329249,139.5136394,47.18348991,6.856132412,8.838036947,6.11842404,6.160848658,126.6454817,13.16008604,3.830420864,24.75628159,102.5092061,273,15.64002294,22.87448141,25.26905233,9.213135775,8.286608745
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_JM9339",4.51266897,6.557197207,30.50513744,4.870102337,10.59748678,9.691172418,15.74865525,32.909137,5.810538337,7.2457153,4.795541127,129.6037007,66.26749172,6.766592454,9.084837755,6.416555278,6.393284882,136.0399212,12.16416009,3.29098264,23.77337176,97.57974597,281.9,19.80585108,24.39187028,26.66087802,7.115127606,9.399234002
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_M2939",3.911704899,5.365107244,39.22249149,3.41463247,7.534244769,9.285735562,12.7923519,35.10137279,6.618403291,9.114287222,4.857329249,135.9334534,66.26749172,7.925495279,9.847610937,6.416555278,6.115581777,132.5806509,7.955359898,2.844990168,19.32046724,89.83359399,132.646961,25.6381773,22.87448141,27.17161029,22.25225048,10.6257562
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_M32283",3.878163179,6.291354695,32.04365157,3.895816318,9.902174134,9.773551523,16.05030083,34.6172266,6.754707692,7.704542968,5.390018918,136.6580716,61.9141421,7.345252525,9.683276826,6.11842404,5.669828133,131.878567,12.80148742,2.925633089,25.34140101,102.5092061,161.83,19.80585108,21.6058338,26.86124984,23.65930524,10.6257562
"Thylacinus_cynocephalus","Aepyprymnus_rufescens_MSU-MR4680",3.937251439,5.009651174,37.63570378,3.41463247,7.654295442,9.285735562,23.03889995,53.91035479,10.48768123,12.38325867,8.565883305,129.6037007,70.66141988,12.13772226,13.35926808,9.690384173,8.716424675,130.1487415,15.19594107,3.168783432,28.6532939,103.053071,520.4068969,24.03038122,11.55452253,13.09128808,7.115127606,12.84718807
"Dasyurus_maculatus","Bettongia_penicillata_FMNH-129431",3.116387491,5.118350005,2.402323025,2.822828884,9.289239718,7.413755631,9.422770698,27.53026646,5.758202051,7.184242392,4.233781628,131.5566314,102.3874976,6.202480287,12.07720767,6.443469184,6.035397666,126.9408,17.94359105,1.909893225,26.97065224,100.8265443,103.2981182,17.67384041,6.877352998,8.060954931,11.29348961,13.61294932
"Dasyurus_maculatus","Bettongia_penicillata_M27628",3.878163179,6.402123917,6.583934567,2.723880298,9.289239718,9.285735562,12.52149087,28.32710763,5.91046795,7.406415462,4.072079128,129.9788681,108.2628898,6.269822597,8.748903614,5.472284765,5.052616347,131.9055972,11.96138699,1.982907247,22.15948288,79.58308777,101.6829248,19.80585108,9.487531468,9.762271913,4.525278475,10.6257562
"Dasyurus_maculatus","Bettongia_penicillata_M27943",2.869113259,5.009651174,2.782504214,2.034000772,8.470054614,7.392063472,15.15219501,29.41023638,7.599168314,10.56394306,5.210850123,119.295126,86.11420569,5.757751219,9.847610937,6.282591241,6.393284882,120.6087,18.9737324,1.358248299,27.82987271,99.05887322,64.59,15.64002294,7.362438917,8.060954931,5.93366381,16.19836884
"Dasyurus_maculatus","Bettongia_penicillata_NHMUK-1850.11.22.47",3.128985234,5.402854133,3.085700146,3.052985403,8.853739927,6.899224784,12.7923519,25.75339168,6.618403291,9.8579423,5.210850123,139.1555311,74.67337676,6.856132412,11.93938774,5.847201977,7.664708601,125.1311953,17.39331126,2.367513617,29.63530181,103.053071,62.74,17.67384041,7.362438917,5.245814495,5.314987956,13.61294932
"Dasyurus_maculatus","Bettongia_tropica_JM15255",3.20038519,4.981114258,25.40233513,1.990072058,9.353110736,7.949837588,10.51955404,29.41023638,5.24821503,6.457880536,3.834628507,127.4512869,50.79777992,5.797370259,8.496651286,5.873819886,4.816762675,133.0710561,11.65754165,1.739470864,20.09921444,85.94205176,104.56,36.43392481,9.407382194,8.060954931,21.65217336,13.61294932
"Dasyurus_maculatus","Bettongia_tropica_M41240",3.54100581,5.181625849,25.40233513,2.277804344,8.962726794,8.954371813,12.57245184,29.21095371,6.420092612,7.410450945,4.858224691,129.8851194,54.54255065,6.571889073,9.276311236,4.790140511,5.374569303,133.0620686,10.82282291,2.473566333,19.99016086,87.28560633,108.78,17.67384041,12.49990496,9.762271913,21.65217336,13.61294932
"Dasyurus_maculatus","Dasyurus_maculatus_J1876",8.351288881,17.4331663,7.42797108,5.075847837,15.63087934,15.278908,7.18931234,35.10137279,9.549045444,11.244309,4.858224691,113.2452111,86.67998729,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,16.58771727,1.867933085,23.77337176,98.71455374,454.3138412,17.67384041,10.82775054,16.69102689,21.65217336,10.6257562
"Dasyurus_maculatus","Dasyurus_maculatus_J2783",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,87.17,17.67384041,23.44724514,26.66087802,16.31145052,8.286608745
"Dasyurus_viverrinus","Dasyurus_maculatus_J8049",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,10.38230791,42.05805717,10.98504298,14.10531896,4.529069318,113.2452111,120.5499282,9.958784811,16.2821067,10.31245465,7.659788106,133.8808282,16.58771727,1.867933085,22.75753828,102.5092061,71.54595719,25.6381773,6.877352998,5.853643819,2.982089857,13.61294932
"Dasyurus_viverrinus","Dasyurus_maculatus_JM8066",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,7.18931234,36.49172501,8.651688214,12.35855486,3.834628507,105.4082005,110.5396613,9.76,15.63535484,11.16657472,6.428224384,136.3942891,13.49841799,1.909893225,20.09921444,87.42830326,281.9,25.6381773,15.10075234,14.41643194,5.780029158,13.61294932
"Dasyurus_viverrinus","Dasyurus_maculatus_JM9725",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,64.59,36.43392481,6.877352998,9.66630652,21.79646968,10.6257562
"Pseudocheirus_peregrinus","Dasyurus_maculatus_M37890",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,7.610737064,38.99864518,10.40921909,13.36198322,5.795831034,125.7464092,97.99629986,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,25.6381773,22.58811132,23.08058869,4.525278475,9.399234002
"Pseudocheirus_peregrinus","Dasyurus_maculatus_S497",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,10.21794029,36.49172501,9.469809469,10.69395565,6.561580605,130.8448609,106.0977495,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,36.43392481,7.362438917,5.853643819,5.780029158,10.6257562
"Pseudocheirus_peregrinus","Dasyurus_maculatus_SAMA-M27408",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,16.04660949,36.49172501,9.753220061,12.21925766,6.847232668,125.9145292,86.11420569,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,11.44301158,2.442359208,18.91144533,77.43472265,544.1005358,36.43392481,5.257472891,9.66630652,21.79646968,10.6257562
"Spilocuscus_maculatus","Dasyurus_viverrinus_JM16666",4.562065377,7.335170706,6.61,2.570470895,9.376770314,6.899224784,12.25347803,26.82656744,6.985934851,7.704542968,5.390018918,125.7037286,104.6107385,7.345252525,10.18585381,4.772677751,4.919294637,120.6087,6.494754906,2.426980054,13.66267921,57.53280885,544.1005358,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Spilocuscus_maculatus","Dasyurus_viverrinus_JM19595",5.339521686,8.495164509,2.63691424,1.624847396,10.73473954,10.08816822,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,281.9,36.43392481,13.11055627,13.51084031,4.525278475,5.777853212
"Spilocuscus_maculatus","Dasyurus_viverrinus_JM22012",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,7.770504805,1.909893225,15.91719813,71.14,418.3399165,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Trichosurus_vulpecula","Dendrolagus_bennettianus_M11638",5.491034193,6.830368756,30.63019396,3.833258226,12.23373358,13.68253033,30.4251634,69.92222485,15.3323084,17.95965198,14.94697401,139.6657527,117.2096277,21.67356002,21.35404308,11.16657472,13.42955166,133.0620686,13.60688722,6.750621394,34.81479428,126.0074425,418.3399165,11.16109471,18.93471799,26.44535845,23.65930524,5.777853212
"Trichosurus_vulpecula","Dendrolagus_bennettianus_SAM-M5530",4.056656647,6.778379659,11.4938913,4.197880689,14.71492979,9.177575924,37.20547945,69.92222485,15.97436976,18.88549588,11.2549852,119.295126,109.9150135,16.93450505,21.66328202,9.217708503,12.06078832,133.0018246,23.9528918,6.876504428,47.32757882,153.0173649,136.47,36.43392481,18.93471799,24.61055181,14.33744521,16.19836884
"Trichosurus_vulpecula","Dendrolagus_goodfellowi_JM18691",6.247213618,10.22644647,32.55773213,3.778980371,14.71492979,12.81716121,34.33285454,66.12815938,13.68379537,18.80111456,11.38509619,123.2109796,68.28171827,15.47814442,21.35404308,8.615431586,13.58096121,136.387487,20.626407,7.548911111,37.93667414,140.0765958,185.5748891,15.64002294,31.00688331,38.49658161,21.79646968,8.286608745
"Trichosurus_vulpecula","Dendrolagus_goodfellowi_M23632",5.892579586,8.94408137,40.72547165,3.071370749,13.9655425,14.12327944,36.57126825,63.99612272,14.00621806,19.69076831,11.19648838,117.6218763,49.04061296,15.27460542,22.50404552,10.31245465,12.41359583,140.5992517,20.80065368,6.156719928,38.93049824,137.2750387,139.04,15.64002294,32.19272348,36.80669052,23.65930524,14.93377265
"Trichosurus_vulpecula","Dendrolagus_goodfellowi_M9145",5.233507589,8.741587841,37.63570378,3.618321195,13.55820012,13.22796653,31.64544644,55.79551141,12.30537944,18.21787146,10.95132543,130.4444435,59.42707671,14.60399661,20.08795527,10.02540225,12.99307317,136.7946576,20.47721433,7.322560469,38.46341026,136.248895,136.47,36.43392481,34.33083401,33.71549248,21.79646968,9.399234002
"Trichosurus_vulpecula","Dendrolagus_lumholtzi_JM20106",6.489343037,7.660085506,33.08613196,3.244912406,13.09452626,13.4611364,30.16107489,48.16978611,11.57858895,17.42149982,8.391701682,119.4849205,55.82455999,13.45036547,18.66411449,9.833893264,10.44881332,140.5141187,18.9737324,5.75969607,39.89772788,126.0074425,64.59,36.43392481,6.877352998,5.853643819,5.780029158,9.399234002
"Hypsiprymnodon_moschatus","Dendrolagus_lumholtzi_JM21511",5.640134103,7.353980161,50.34301897,3.752463997,12.96848016,14.4063205,28.2097398,47.43130223,10.98216349,16.14144345,7.758146962,112.8092225,52.86876337,13.03892189,17.42001699,10.36274129,10.41386658,132.9294689,16.59934995,4.150473885,29.70580221,126.7663885,161.83,11.16109471,7.972295169,5.245814495,4.525278475,5.777853212
"Hypsiprymnodon_moschatus","Dendrolagus_lumholtzi_M9108",5.083444915,4.981114258,25.40233513,5.045136488,10.97998851,10.79540581,31.64544644,39.82587839,10.1958988,16.96262689,6.351913599,107.9301888,86.11420569,11.48886436,20.13472583,8.709640072,8.733320577,135.702905,18.18859788,5.918538929,34.88624753,114.93,115.65,17.67384041,7.362438917,8.060954931,4.525278475,14.93377265
"Hypsiprymnodon_moschatus","Dendrolagus_lumholtzi_SAM-M7206",5.892579586,8.741587841,32.29508618,3.833258226,13.3483506,13.4611364,36.57126825,63.99612272,14.00621806,18.21787146,9.433119249,112.8092225,66.94473281,14.00110112,21.17129723,8.730330684,10.70751279,134.727325,20.82824566,4.663876695,41.1258358,135.7546197,71.54595719,36.43392481,7.362438917,9.66630652,4.525278475,9.399234002
"Hypsiprymnodon_moschatus","Dendrolagus_matschiei_J5287",6.664193022,10.41503369,2.210134557,1.990072058,22.93716837,11.06278205,62.11081076,112.5355642,23.49978408,27.22119299,17.6725325,129.6037007,127.8761321,22.26845348,7.416505085,17.16120261,26.4660682,120.6087,18.18859788,5.916659686,37.53032486,136.1565792,132.51,20.59615963,28.41961236,38.49658161,21.79646968,10.84131335
"Aepyprymnus_rufescens","Dendrolagus_matschiei_NHMUK-1978.2989",5.813811331,8.720692075,7.575301311,3.14973504,17.10348054,13.49659439,70.39120113,106.3178756,23.53258806,27.64842247,14.94697401,139.6657527,120.5499282,22.26845348,7.317594272,18.18981528,26.4660682,120.6087,17.94359105,3.948556785,32.82703463,114.93,520.4068969,11.16109471,34.33083401,34.34537598,21.79646968,5.777853212
