"Species","Individual","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_FMNH124573",11.03734111,4.550004466,1.963817565,3.778980371,26.11648916,6.899224784,10.86529435,29.41023638,11.77788053,27.22698883,24.19813562,105.4082005,124.4632176,32.98565439,7.416505085,23.63579345,24.04591487,124.6052588,46.87251022,9.363598954,14.794912,128.6688837,87.17,25.6381773,13.11055627,14.86281121,7.587187558,13.61294932
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM15466",4.31890706,7.489514708,1.963817565,4.119454976,13.78459244,8.82503036,18.26848481,36.01444886,6.501255871,7.97950717,4.609470646,139.6657527,55.49315457,7.448367289,10.02424591,7.36665832,6.66992194,133.1522016,13.97435324,3.948556785,29.70580221,108.4064897,237.4072831,NA,7.972295169,9.66630652,2.982089857,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20152",4.03282329,6.735129396,32.29508618,4.434269372,11.27149848,9.833963501,17.016052,38.99864518,6.965628431,8.174653219,5.474931257,136.0339899,66.94473281,8.113017584,10.90630298,6.630917804,6.115581777,126.8029073,17.39331126,3.065016992,28.31962061,111.6966881,228,NA,7.972295169,9.762271913,5.314987956,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20274",3.542598475,5.150399437,29.31265771,3.981611577,9.109098906,8.043660361,16.50567583,34.65624031,6.352209601,7.667970411,4.857329249,139.5136394,47.18348991,26.48163431,7.416505085,24.06435082,20.60374315,120.6087,44.30409787,10.15237804,28.35745255,153.0173649,273,NA,7.972295169,18.21699533,2.982089857,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM9339",4.51266897,6.557197207,3.085700146,4.870102337,10.59748678,9.691172418,15.74865525,32.909137,5.810538337,7.2457153,4.795541127,129.6037007,66.26749172,6.766592454,9.084837755,6.416555278,6.393284882,136.0399212,12.16416009,3.29098264,20.7345,85.29265229,160.26,NA,7.972295169,8.060954931,5.314987956,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M2939",12.92791812,4.135630454,1.963817565,2.70254963,26.37553684,4.770180603,7.18931234,26.82656744,9.523819835,29.27253205,24.19813562,116.9166,124.3866424,27.6343921,8.076135647,24.06435082,24.04591487,126.9408,42.61129841,9.317547527,14.59292393,126.6696067,132.646961,NA,13.96213756,13.09128808,4.525278475,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M32283",3.878163179,6.291354695,32.04365157,3.895816318,9.902174134,9.773551523,16.05030083,34.6172266,6.754707692,7.704542968,5.390018918,136.6580716,61.9141421,7.345252525,9.683276826,6.11842404,5.669828133,131.878567,12.80148742,2.925633089,25.34140101,102.5092061,175.04,NA,6.877352998,5.245814495,5.780029158,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_MSU-MR4680",11.03734111,5.181625849,1.963817565,4.197880689,35.02580438,6.462702508,7.18931234,28.32710763,8.525873447,27.22698883,19.92496084,105.4082005,34.39413929,26.48163431,8.076135647,23.63579345,26.4660682,120.6087,15.19594107,3.168783432,28.6532939,103.053071,64.59,24.03038122,11.55452253,13.09128808,7.115127606,12.84718807
"Bettongia_penicillata","Bettongia_penicillata_FMNH-129431",3.116387491,5.118350005,2.402323025,2.822828884,9.289239718,7.413755631,9.422770698,27.53026646,5.758202051,7.184242392,4.233781628,131.5566314,102.3874976,8.671985223,7.416505085,23.63579345,4.796337005,146.8315079,7.224621165,1.982907247,44.9353552,279.9767151,103.2981182,NA,7.362438917,23.08058869,2.982089857,NA
"Bettongia_penicillata","Bettongia_penicillata_M27628",12.54199654,4.724183334,48.4633599,5.004134265,33.61517019,6.462702508,12.52149087,28.32710763,5.91046795,7.406415462,4.072079128,129.9788681,108.2628898,6.269822597,8.748903614,5.472284765,5.052616347,131.9055972,11.96138699,1.982907247,22.15948288,79.58308777,101.6829248,19.80585108,9.487531468,9.762271913,4.525278475,10.6257562
"Bettongia_penicillata","Bettongia_penicillata_M27943",2.869113259,5.009651174,2.782504214,2.034000772,8.470054614,7.392063472,63.61938471,26.82656744,26.95302873,32.96904869,3.506932298,105.4082005,38.95561236,9.958784811,8.076135647,23.63579345,4.796337005,154.0158582,8.417542399,4.277128282,44.9353552,281.1011742,132.646961,NA,7.362438917,38.49658161,4.525278475,NA
"Bettongia_penicillata","Bettongia_penicillata_NHMUK-1850.11.22.47",3.128985234,5.402854133,3.085700146,3.052985403,8.853739927,6.899224784,50.57585031,28.32710763,24.2272837,27.64842247,3.506932298,116.595748,36.81722557,14.00110112,8.076135647,24.06435082,5.161200914,154.0158582,7.224621165,5.918538929,39.53132951,279.2019384,62.74,NA,7.972295169,26.66087802,3.506876373,NA
"Bettongia_tropica","Bettongia_tropica_JM15255",3.20038519,4.981114258,43.5060559,1.990072058,9.353110736,7.949837588,10.51955404,29.41023638,5.24821503,6.457880536,3.834628507,127.4512869,50.79777992,5.797370259,8.496651286,5.873819886,4.816762675,133.0710561,11.65754165,1.739470864,20.09921444,85.94205176,104.56,NA,9.487531468,8.060954931,4.525278475,NA
"Bettongia_tropica","Bettongia_tropica_M41240",3.54100581,5.181625849,25.40233513,2.277804344,8.962726794,8.954371813,12.57245184,29.21095371,6.420092612,7.410450945,4.858224691,129.8851194,54.54255065,6.571889073,9.276311236,4.790140511,5.374569303,133.0620686,10.82282291,2.473566333,19.99016086,87.28560633,108.78,NA,13.11055627,8.060954931,3.506876373,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J1876",3.292913339,27.68228714,1.813370588,5.045136488,26.37553684,23.93713429,50.57585031,28.32710763,25.26911469,6.311971627,24.19813562,107.9301888,127.8761321,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,8.417542399,9.317547527,12.99957728,57.93386473,104.56,NA,31.00688331,6.943581199,21.79646968,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J2783",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,181.22,NA,28.41961236,5.245814495,25.89553077,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J8049",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,50.57585031,25.75339168,25.26911469,6.28323116,19.42674089,116.595748,127.8761321,15.27460542,38.28075223,23.63579345,15.66398538,126.6454817,9.286325328,9.363598954,14.59292393,57.53280885,71.54595719,NA,31.00688331,6.943581199,21.79646968,NA
"Dasyurus_maculatus","Dasyurus_maculatus_JM8066",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,63.61938471,27.10691323,23.53258806,6.311971627,19.26133048,116.366996,124.4632176,22.72302432,47.80256879,23.93685931,18.61704951,132.4411799,7.224621165,10.15237804,12.99957728,57.93386473,85.36,NA,34.33083401,6.943581199,22.25225048,NA
"Dasyurus_maculatus","Dasyurus_maculatus_JM9725",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,237.4072831,NA,28.41961236,5.853643819,21.79646968,NA
"Dasyurus_maculatus","Dasyurus_maculatus_M37890",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,70.4600936,25.75339168,24.2272837,6.238077938,19.92496084,105.4082005,127.8761321,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,NA,34.33083401,9.66630652,23.65930524,NA
"Dasyurus_maculatus","Dasyurus_maculatus_S497",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,50.57585031,26.82656744,26.95302873,6.457880536,19.26133048,105.4082005,119.2028207,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,NA,28.41961236,5.853643819,25.89553077,NA
"Dasyurus_maculatus","Dasyurus_maculatus_SAMA-M27408",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,63.61938471,29.41023638,26.95302873,6.28323116,19.42674089,105.4082005,120.5499282,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,9.286325328,10.15237804,14.794912,57.53280885,132.51,NA,32.19272348,8.060954931,23.65930524,NA
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM16666",2.24610588,4.550004466,2.210134557,2.657956243,7.654295442,5.108917483,7.18931234,138.3961053,4.913100691,29.27253205,3.594378805,139.5136394,34.39413929,15.27460542,7.317594272,3.104920646,8.655589562,128.8427767,44.30409787,1.362987257,77.88392883,302.19191,544.1005358,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM19595",3.128985234,4.724183334,50.34301897,1.67558087,7.597858856,6.571497899,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,71.54595719,NA,31.00688331,8.060954931,25.89553077,NA
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM22012",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,42.61129841,1.562813915,84.77587865,302.19191,544.1005358,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Dendrolagus_bennettianus","Dendrolagus_bennettianus_M11638",5.491034193,6.830368756,30.63019396,3.833258226,12.23373358,13.68253033,62.11081076,29.41023638,5.24821503,27.64842247,24.19813562,139.6657527,34.39413929,30.08505447,7.317594272,8.709640072,24.85807942,128.8427767,12.48524582,9.363598954,81.45212221,282.0353985,281.9,NA,31.00688331,9.66630652,21.79646968,NA
"Dendrolagus_bennettianus","Dendrolagus_bennettianus_SAM-M5530",3.128985234,33.95913538,1.813370588,1.67558087,26.11648916,22.08755045,37.20547945,69.92222485,15.97436976,18.88549588,11.2549852,119.295126,109.9150135,16.93450505,21.66328202,9.217708503,12.06078832,133.0018246,23.9528918,6.876504428,47.32757882,153.0173649,175.04,36.43392481,18.93471799,24.61055181,14.33744521,16.19836884
"Dendrolagus_goodfellowi","Dendrolagus_goodfellowi_JM18691",6.247213618,10.22644647,2.375975084,3.778980371,14.71492979,12.81716121,34.33285454,66.12815938,13.68379537,18.80111456,11.38509619,123.2109796,68.28171827,15.47814442,21.35404308,8.615431586,13.58096121,136.387487,20.626407,7.548911111,37.93667414,140.0765958,139.04,NA,32.19272348,9.66630652,2.982089857,NA
