"Species","Individual","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
1,"Aepyprymnus_rufescens_FMNH124573",4.31890706,7.660085506,30.50513744,4.356899388,12.23373358,9.773551523,23.03889995,48.16978611,9.549045444,11.4624411,7.301935521,139.6657527,50.79777992,11.48886436,14.37138441,9.701461576,9.04,131.5034538,20.47721433,3.168783432,37.89356523,135.7546197,175.04,25.6381773,13.11055627,14.86281121,7.587187558,13.61294932
1,"Aepyprymnus_rufescens_JM15466",4.31890706,7.489514708,37.63570378,4.119454976,13.78459244,8.82503036,18.26848481,36.01444886,6.501255871,7.97950717,4.609470646,139.6657527,55.49315457,7.448367289,10.02424591,7.36665832,6.66992194,133.1522016,13.97435324,3.948556785,25.34140101,102.8655821,150.54,NA,6.877352998,5.245814495,5.780029158,NA
1,"Aepyprymnus_rufescens_JM20152",4.03282329,6.735129396,32.29508618,4.434269372,11.27149848,9.833963501,17.016052,38.99864518,6.965628431,8.174653219,5.474931257,136.0339899,66.94473281,8.113017584,10.90630298,6.630917804,6.115581777,126.8029073,17.39331126,3.065016992,28.31962061,111.6966881,160.26,NA,17.48721207,21.51496549,12.53564919,NA
1,"Aepyprymnus_rufescens_JM20274",3.542598475,5.150399437,29.31265771,3.981611577,9.109098906,8.043660361,16.50567583,34.65624031,6.352209601,7.667970411,4.857329249,139.5136394,47.18348991,6.445182389,7.774336531,7.88,5.907902692,133.1522016,16.12463982,3.21420676,31.61639449,108.4064897,166.86,NA,11.55452253,10.8634889,9.802405615,NA
1,"Aepyprymnus_rufescens_JM9339",4.51266897,6.557197207,32.04365157,4.870102337,10.59748678,9.691172418,15.74865525,32.909137,5.810538337,7.2457153,4.795541127,129.6037007,66.26749172,6.766592454,9.084837755,6.416555278,6.393284882,136.0399212,12.16416009,3.29098264,28.31962061,114.3367598,132.51,NA,11.55452253,8.060954931,7.587187558,NA
1,"Aepyprymnus_rufescens_M2939",5.233507589,10.41503369,32.04365157,2.512597051,14.15857127,8.043660361,23.03889995,73.98972176,10.1958988,13.36198322,8.3388158,139.5136394,76.03308897,10.34234956,14.62583949,10.31245465,10.41386658,120.6087,15.19594107,2.921138704,25.34140101,85.29265229,132.646961,NA,5.257472891,6.943581199,5.314987956,NA
1,"Aepyprymnus_rufescens_M32283",3.878163179,6.291354695,32.04365157,3.895816318,9.902174134,9.773551523,16.05030083,34.6172266,6.754707692,7.704542968,5.390018918,136.6580716,61.9141421,7.345252525,9.683276826,6.11842404,5.669828133,131.878567,12.80148742,2.925633089,25.34140101,102.5092061,161.83,NA,7.972295169,6.943581199,5.314987956,NA
1,"Aepyprymnus_rufescens_MSU-MR4680",4.529858775,7.660085506,32.55773213,3.41463247,11.03415435,7.392063472,16.50567583,33.79367073,4.877178447,7.747595698,4.609470646,132.4386123,50.79777992,7.069400676,9.276311236,7.21701533,6.115581777,131.9055972,15.19594107,3.168783432,28.6532939,103.053071,160.26,24.03038122,11.55452253,13.09128808,7.115127606,12.84718807
2,"Bettongia_penicillata_FMNH-129431",3.116387491,5.118350005,2.402323025,2.822828884,9.289239718,7.413755631,9.422770698,27.53026646,5.758202051,7.184242392,4.233781628,131.5566314,102.3874976,7.054770737,10.32013533,6.25751364,6.2,133.0796489,12.45517577,2.921138704,33.29254106,102.8655821,103.2981182,NA,13.11055627,10.8634889,5.93366381,NA
2,"Bettongia_penicillata_M27628",3.54100581,6.291354695,8.646307909,1.694077688,10.50152058,7.392063472,12.52149087,28.32710763,5.91046795,7.406415462,4.072079128,129.9788681,108.2628898,6.269822597,8.748903614,5.472284765,5.052616347,131.9055972,11.96138699,1.982907247,22.15948288,79.58308777,101.6829248,19.80585108,9.487531468,9.762271913,4.525278475,10.6257562
