Individual,Species,dentary,dentary,dentary,dentary,dentary,dentary,scapula,scapula,scapula,scapula,scapula,scapula,scapula,humerus,humerus,humerus,humerus,humerus,femur,femur,femur,femur,Tibia,Calcaneus,Calcaneus,Calcaneus,Calcaneus,Calcaneus,
Onychogalea_fraenata_A18590,Onychogalea_fraenata,3.654497058,4.497237299,6.194786327,2.675947609,9.437557224,10.08816822,22.58532298,53.91035479,8.525873447,12.61986994,8.431613511,128.6779539,51.2413224,10.96195177,14.37138441,11.16657472,8.716424675,125.1311953,13.49841799,3.173685499,28.03383602,114.3367598,175.04,,,,,,
Onychogalea_fraenata_JM18869,Onychogalea_fraenata,3.638690843,5.623444989,6.396977376,4.431103816,8.521970709,10.9870687,19.49965092,39.91670591,7.882442757,11.01679462,7.691569867,117.9026302,57.76702381,10.32963956,13.23901285,6.783416654,7.365564458,130.5078937,16.25470435,4.548281246,33.29254106,124.9969603,,,,,,,
Onychogalea_fraenata_NTMU247,Onychogalea_fraenata,4.169174608,8.495164509,7.52027823,6.128447163,12.66995278,11.59997931,,,,,,,,,,,,,,,,,,,,,,,
Onychogalea_fraenata_SAMAM24347,Onychogalea_fraenata,4.442621978,8.420672276,8.471266975,5.004134265,11.05251956,11.19223539,,,,,,,,14.88763324,20.13297573,9.58577007,10.48220042,124.6052588,18.82136203,3.21420676,39.78555867,141.4723682,,30.91784562,14.52973395,17.52812469,9.802405615,15.63984486,
Onychogalea_unguifera_NTMU5329,Onychogalea_unguifera,,,,,,,,,,,,,,,,,,,,,,,,34.61497248,15.56049875,16.83786842,9.213135775,17.87193754,
Onychogalea_unguifera_SAMAM1728,Onychogalea_unguifera,4.97229246,8.872842997,9.481426928,5.959077197,13.3483506,10.58914872,22.2259888,44.51506015,8.533228509,11.4624411,6.561580605,121.5249556,106.0977495,10.49463373,14.11778151,7.21701533,7.664708601,126.6454817,18.83397777,3.81191938,35.10951431,142.5883119,,,,,,,
Osphranter_antilopinus_JM20331,Osphranter_antilopinus,9.370923362,12.90737844,64.38115586,6.985294168,19.46690872,19.62043942,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_antilopinus_M8423,Osphranter_antilopinus,,,11.4938913,,,,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_antilopinus_MAGNT-U6142,Osphranter_antilopinus,,,,,,,,,,,,,,,,,,,,,,,,63.11930823,24.39187028,27.17161029,17.6060112,33.38879506,
Osphranter_antilopinus_MAGNT-U6148,Osphranter_antilopinus,,,,,,,,,,,,,,,,,,,,,,,,79.98825385,30.1859681,33.71549248,21.79646968,44.3646552,
Osphranter_antilopinus_NTMU6148,Osphranter_antilopinus,,,,,,,63.61938471,103.8522374,24.2272837,27.22698883,19.92496084,124.2136442,89.59821683,,,,,,42.61129841,7.373301363,70.60067173,265.4361275,454.3138412,79.05240977,31.00688331,34.34537598,21.65217336,42.17542429,
Osphranter_robustus_J4639,Osphranter_robustus,10.49511234,14.28679781,,8.372429282,22.93722658,21.79730851,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_robustus_M48181,Osphranter_robustus,11.03734111,16.5856724,76.29366787,6.417756581,26.11648916,23.93713429,62.11081076,106.3178756,22.55081183,24.58868782,18.54030213,130.8448609,85.32803859,,,,,,38.06951366,7.695375586,74.1963715,260.9049177,,,,,,,
Osphranter_robustus_MAGNT-U0631,Osphranter_robustus,,,,,,,,,,,,,,,,,,,,,,,,73.84988978,28.22022026,31.68953178,22.25225048,39.52030693,
Osphranter_robustus_NMVC8224,Osphranter_robustus,7.652297345,12.72620388,,6.829668075,22.93716837,17.84085473,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_robustus_NMVC8414,Osphranter_robustus,9.060203685,12.73196899,,8.292633885,23.88111628,18.3713604,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_robustus_NMVC8426,Osphranter_robustus,9.416857808,12.96627705,,7.374028753,19.86832715,19.74754008,,,,,,,,,,,,,,,,,,,,,,,
Osphranter_robustus_SAMAM13977,Osphranter_robustus,,,,,,,70.39120113,112.5355642,23.49978408,27.22119299,19.26133048,128.5364048,104.6107385,27.6343921,38.98007968,19.4376895,20.60374315,131.9233581,44.30409787,8.303141615,77.88392883,279.2019384,,,,,,,
Osphranter_robustus_SAM-M21417,Osphranter_robustus,,,,,,,,,,,,,,,,,,,,,,,,67.89765323,26.47877217,29.92647075,19.01691245,36.56274122,
Osphranter_robustus_SAM-M21419,Osphranter_robustus,,,,,,,,,,,,,,,,,,,,,,,,56.12733416,23.44724514,24.99265366,16.31145052,30.26364257,
Osphranter_robustus_UQ280,Osphranter_robustus,,,,,,,,,,,,,,22.26845348,30.96579165,13.17294161,16.53290331,132.4411799,,,,,,,,,,,
Osphranter_rufus_RVC-JRH-Macropus4,Osphranter_rufus,,,,,,,,,,,,,,,,,,,46.87251022,10.94458545,87.00514785,279.9767151,544.1005358,,,,,,
Osphranter_rufus_SAM-M16336,Osphranter_rufus,,,,,,,,,,,,,,20.55931455,27.03063926,18.2416436,18.44086492,144.1397983,35.47805005,9.896178671,66.27223076,231.4227526,,,,,,,
Petrogale_brachyotis_M10363,Petrogale_brachyotis,3.618317884,6.932581744,6.61,5.192507286,11.98339224,11.37117936,18.64362777,47.36762683,8.572223396,9.8579423,6.847232668,120.9010818,61.34580854,8.860171891,13.75574491,6.152104755,6.918580517,135.7323303,16.48589803,3.439159342,28.98792614,126.7663885,150.54,,,,,,
Petrogale_brachyotis_NTMU0103,Petrogale_brachyotis,,,,,,,,,,,,,,,,,,,17.94359105,3.884668484,32.85791607,129.9791463,,,,,,,
Petrogale_penicillata_M33709,Petrogale_brachyotis,,,,,,,21.62931909,50.22824549,9.469809469,10.83525449,8.3388158,123.8887511,57.02447048,11.70530392,15.63535484,8.709640072,8.733320577,124.9868291,18.21221632,4.287424245,38.14882138,144.2631415,181.22,,,,,,
Petrogale_penicillata_M40298,Petrogale_brachyotis,4.562065377,6.392874582,5.301,3.417808219,12.42412678,11.08557973,23.03889995,43.86929969,8.71688465,10.02151662,7.301935521,117.1183072,65.95434884,9.88704616,14.4715525,7.657322578,8.53736581,148.2569495,17.28932447,5.778999508,34.88624753,139.5498438,177.37,,,,,,
Petrogale_penicillata_SAMAM27396,Petrogale_brachyotis,,,,,,,,,,,,,,11.48886436,16.2821067,8.407124674,8.424836964,134.0785515,22.42850168,5.126550095,39.53132951,148.770539,,35.47782313,13.96213756,16.69102689,10.3076868,18.4881007,
Petrogale_persephone_JM10559,Petrogale_persephone,4.602281013,6.603149356,6.583934567,5.075847837,10.73473954,11.01171973,31.40449769,56.55091524,11.12262785,13.25642546,9.433119249,122.516588,70.66141988,12.90290555,17.65776397,10.19195195,8.655589562,134.533818,20.45686705,5.304210128,39.96425523,151.8646847,,,,,,,
Petrogale_persephone_JM11192,Petrogale_persephone,5.312402022,6.791489308,6.495101494,3.725812933,13.66775676,11.32104865,,,,,,,,,,,,,,,,,,,,,,,
Petrogale_persephone_JM19235,Petrogale_persephone,,,,,,,27.57869782,46.96565332,9.523819835,10.88183061,9.094568279,122.383788,65.32823941,10.86913368,13.35926808,8.269170305,8.116359365,136.2495305,20.1531454,5.918538929,38.91015506,142.6983845,,,,,,,
Potorous_tridactylus_J13614,Potorous_tridactylus,3.198867492,6.179555362,23.01169769,2.968055038,7.597858856,8.211762525,13.14774321,39.82587839,6.285700718,7.747595698,5.01786445,135.9334534,43.6311418,6.445182389,8.767859481,6.097887624,5.514720081,134.4573632,16.58771727,2.164203942,23.2018887,83.20638226,,,,,,,
Potorous_tridactylus_JM1887,Potorous_tridactylus,,,,,,,11.02593258,35.10137279,6.536453126,8.394632623,4.676752141,130.3218729,40.14357621,6.735525325,8.602061406,5.847201977,5.522378686,139.321117,17.09824827,2.766612277,24.51427662,82.63476328,,,,,,,
Potorous_tridactylus_S1813,Potorous_tridactylus,3.279383828,5.365107244,,1.919367253,7.883385946,7.417103053,,,,,,,,6.775947977,9.255933124,6.282591241,6.035397666,141.7216637,12.15181937,3.13757566,23.02165848,82.33751626,90.61,,,,,,
Potorous_tridactylus_SAMAM16233,Potorous_tridactylus,,,,,,,,,,,,,,6.683632177,8.910448214,6.52824596,5.299833394,136.7369715,12.89572602,2.921138704,21.19025699,77.43472265,,,,,,,
Potorous_tridactylus_SAMAM7381,Potorous_tridactylus,,,,,,,,,,,,,,,,,,,,,,,,16.35581199,8.125157133,9.66630652,5.93366381,8.60257661,
Setonix_brachyurus_J17423,Setonix_brachyurus,4.891184437,7.946032018,31.32468748,2.409533391,12.17259134,11.45951875,,,,,,,,,,,,,,,,,,,,,,,
Setonix_brachyurus_M18626,Setonix_brachyurus,3.937251439,6.428877241,,2.966847233,10.3885435,9.614612819,16.04660949,36.49172501,5.856097606,8.133475841,5.220499577,130.52979,77.10866784,7.925495279,9.847610937,5.818541285,6.254158219,139.0931025,13.16008604,2.378343656,26.97065224,99.05887322,106.45,,,,,,
Setonix_brachyurus_SAMAM14102,Setonix_brachyurus,,,,,,,,,,,,,,9.897369928,13.23112981,7.044392355,7.533101653,134.6397189,18.52576436,2.521870501,31.61639449,118.146115,,25.48784905,12.49990496,14.41643194,10.42774658,13.75941633,
Thylogale_stigmatica_JM9331,Thylogale_stigmatica,5.067959247,6.402123917,5.59,3.456594745,11.64569729,12.05979421,33.33918538,57.42470487,10.14406113,11.62207086,9.186415864,107.9301888,86.11420569,12.13772226,16.58545361,9.85947268,9.564425529,128.6729767,21.17559009,2.87348193,32.82703463,139.693666,,,,,,,
Thylogale_stigmatica_M38878,Thylogale_stigmatica,4.529858775,5.850019295,4.74,4.782875646,10.64240184,10.0323486,,,,,,,,9.146722645,12.07720767,6.383363319,7.397197401,130.466056,18.62103973,2.817727775,29.94315447,128.6688837,160.26,,,,,,
Thylogale_thetis_ANU-AM169,Thylogale_thetis,,,,,,,35.25771617,62.68813859,10.82714017,12.35855486,8.777437921,116.366996,97.99629986,11.1277532,16.31651167,9.701461576,8.826651071,123.4242032,24.93369834,3.381989038,37.89356523,149.9389142,,32.52958713,15.10075234,17.81259091,11.08041633,16.17247432,
Thylogale_thetis_JM5658,Thylogale_thetis,5.083444915,6.535606983,6.23,3.873194517,12.02524044,12.28790775,33.270235,57.2327409,11.90372787,13.71329647,9.882168007,105.4082005,70.53752918,13.11942209,19.01254964,10.13784836,10.05045189,128.5599648,21.70863267,3.257704442,36.9490577,143.8097752,,,,,,,
Thylogale_thetis_M38915,Thylogale_thetis,4.448953639,6.722524922,5.29,4.476411612,10.94609199,11.12141018,20.32263371,39.98881147,7.621425649,9.114287222,6.119366399,125.0494513,75.94524262,8.671985223,11.93938774,6.420119506,6.979437306,130.1487415,16.6479138,3.830420864,29.63530181,126.6696067,161.83,,,,,,
Wallabia_bicolor_J21546,Wallabia_bicolor,6.629878787,8.008284587,48.4633599,5.36153471,15.63087934,15.41074758,,,,,,,,,,,,,,,,,,,,,,,
Wallabia_bicolor_JM1003,Wallabia_bicolor,5.588781342,7.440675207,39.22249149,5.906253475,15.17150498,13.43151577,31.42273096,56.47607584,10.48768123,13.36198322,9.927144857,128.4054301,70.51584176,13.20543895,19.29514144,10.29028563,11.25192222,140.8524837,,,,,,,,,,,
Wallabia_bicolor_M41332,Wallabia_bicolor,,,,,,,37.57351662,73.98972176,12.43859935,15.63954467,11.58575966,131.656745,78.87568465,17.28293908,22.88744148,13.05824957,13.723255,131.5034538,26.82492962,6.509138571,51.01081967,203.1139772,281.9,,,,,,
Wallabia_bicolor_S1254,Wallabia_bicolor,,,,,,,26.92860465,57.08585997,9.753220061,12.21925766,9.405108747,132.4386123,86.67998729,12.63335119,17.20640588,10.30147214,11.5356849,138.6449125,22.29745449,5.855785297,44.9353552,175.3578176,228,,,,,,
Wallabia_bicolor_SAMAM11364,Wallabia_bicolor,,,,,,,,,,,,,,18.708467,23.95617057,15.69492431,13.71331455,137.5209683,,,,,,55.94502756,22.58811132,26.44535845,16.82248582,30.56859475,
Wallabia_bicolor_UQ161,Wallabia_bicolor,,,,,,,,,,,,,,,,,,,,,,,,44.30507399,18.74711015,21.51496549,13.69893674,22.93929417,
