"Individual","Species","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Thylacinus_cynocephalus_A12447","Thylacinus_cynocephalus",12.92791812,33.95913538,8.314342064,5.361360968,35.02580438,23.60376256,31.64544644,42.05805717,25.26911469,14.10531896,7.891417306,113.2452111,34.39413929,12.82046866,13.94320986,10.13784836,6.035397666,133.0710561,15.19594107,7.373301363,31.61639449,143.8097752,139.04,40.40874154,32.19272348,14.41643194,16.38501013,36.10979129
"Thylacinus_cynocephalus_A3298","Thylacinus_cynocephalus",7.915167689,21.9464413,5.514854148,4.197880689,26.37553684,17.82873342,25.35484528,98.79464643,18.64143273,23.28297919,14.94697401,131.5404038,120.5499282,21.67356002,28.97352161,13.73805128,15.66398538,138.025919,18.56923417,6.750621394,34.81479428,172.8721369,90.61,40.40874154,20.60068636,10.8634889,10.3076868,3.940741799
"Thylacinus_cynocephalus_ANU-19-161","Thylacinus_cynocephalus",9.898693956,27.68228714,8.646307909,4.595397823,33.61517019,20.88196338,10.86529435,57.1899434,5.810538337,9.114287222,8.431613511,139.1555311,57.02447048,9.146722645,8.748903614,5.818541285,5.299833394,142.5069455,9.64,1.452874212,33.29254106,89.25140946,64.59,40.40874154,12.49990496,36.80669052,22.25225048,16.17247432
"Thylacinus_cynocephalus_F106839","Thylacinus_cynocephalus",5.233507589,7.122732318,9.481426928,3.981611577,15.20764725,9.728074407,11.02593258,130.2841215,13.68379537,22.03135861,6.228644557,128.5364048,61.9141421,25.18718849,38.28075223,17.16120261,19.7817393,137.3723818,17.09824827,3.173685499,23.2018887,111.6966881,418.3399165,40.40874154,9.487531468,29.92647075,16.38501013,8.60257661
"Thylacinus_cynocephalus_F106840","Thylacinus_cynocephalus",9.060203685,16.49214429,40.72547165,10.13793434,24.97517071,20.88196338,34.33285454,57.42470487,8.651688214,12.21925766,9.433119249,105.4082005,89.59821683,6.856132412,8.838036947,6.282591241,5.299833394,130.8081302,20.37608875,9.317547527,50.49647162,208.2734968,62.74,40.40874154,3.929842994,38.49658161,11.15606354,16.17247432
"Thylacinus_cynocephalus_F106843","Thylacinus_cynocephalus",9.370923362,16.2147453,7.299846628,2.249916432,19.46690872,17.82873342,12.25347803,62.68813859,9.549045444,16.96262689,11.6182407,119.295126,34.39413929,32.98565439,47.80256879,23.93685931,24.85807942,136.3942891,42.61129841,1.982907247,47.32757882,99.05887322,520.4068969,40.40874154,18.93471799,38.49658161,9.802405615,29.84646547
"Thylacinus_cynocephalus_SAMAM1960","Thylacinus_cynocephalus",4.442621978,6.392874582,10.10716422,3.618321195,12.1472526,12.65096772,14.57858858,42.76763569,9.549045444,8.394632623,4.233781628,125.0608058,34.39413929,6.775947977,8.748903614,4.90168826,4.942225496,136.3942891,17.28932447,2.817727775,22.75753828,208.2734968,185.5748891,40.40874154,17.48721207,17.48112179,11.29348961,19.7719785
"Thylacinus_cynocephalus_SAMAM95","Thylacinus_cynocephalus",12.54199654,32.83502444,7.299846628,5.001653984,36.86846741,22.91927841,30.4251634,130.2841215,23.53258806,29.27253205,17.6725325,125.7037286,127.8761321,26.48163431,36.46721682,18.18981528,18.61704951,135.7005187,24.80287097,7.673541243,46.99750072,208.970395,98.78953762,40.40874154,10.82775054,24.99265366,10.84789975,12.84718807
"Dasyurus_maculatus_J1876","Dasyurus_maculatus",5.067959247,5.009651174,2.402323025,2.767804965,8.470054614,7.663972754,28.73412811,57.1899434,7.030669179,11.244309,9.410332728,131.656745,102.3874976,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,17.94359105,3.257704442,31.61639449,111.6966881,520.4068969,15.64002294,20.60068636,25.26905233,17.76016558,35.02273849
"Dasyurus_maculatus_J2783","Dasyurus_maculatus",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,90.61,17.67384041,30.1859681,23.08058869,14.08720035,29.84646547
"Dasyurus_maculatus_J8049","Dasyurus_maculatus",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,7.610737064,39.98881147,7.030669179,11.4624411,6.228644557,123.8420015,70.66141988,9.88704616,14.48944588,8.269170305,6.992380518,134.4573632,13.74807677,4.150473885,28.6532939,73.27315099,139.04,17.67384041,14.52973395,10.8634889,9.213135775,5.777853212
"Dasyurus_maculatus_JM8066","Dasyurus_maculatus",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,19.53962277,47.43130223,5.758202051,9.114287222,6.351913599,127.293354,61.34580854,7.448367289,9.847610937,6.52824596,6.542683451,136.387487,12.45517577,6.156719928,28.03383602,118.146115,418.3399165,15.64002294,13.96213756,36.80669052,17.76016558,16.17247432
"Dasyurus_maculatus_JM9725","Dasyurus_maculatus",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,281.9,15.64002294,17.48721207,9.762271913,5.314987956,13.61294932
"Dasyurus_maculatus_M37890","Dasyurus_maculatus",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,10.38230791,63.99612272,10.82714017,11.244309,8.431613511,117.1183072,127.8761321,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,17.67384041,23.44724514,13.51084031,11.15606354,44.3646552
"Dasyurus_maculatus_S497","Dasyurus_maculatus",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,10.86529435,46.96565332,7.882442757,7.841574338,5.210850123,127.293354,120.5499282,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,15.64002294,20.60068636,17.48112179,11.15606354,10.84131335
"Dasyurus_maculatus_SAMA-M27408","Dasyurus_maculatus",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,16.04660949,63.99612272,10.48768123,7.841574338,7.364971972,125.0608058,52.86876337,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,16.6479138,2.921138704,26.97065224,118.146115,119.39,15.64002294,24.39187028,26.86124984,21.79646968,36.10979129
"Dasyurus_viverrinus_JM16666","Dasyurus_viverrinus",4.16468952,15.28259851,23.01169769,2.044214197,13.55820012,10.57740878,70.39120113,32.909137,5.758202051,17.16859356,9.927144857,123.8887511,47.18348991,9.704042749,8.767859481,7.21701533,8.826651071,130.8081302,8.417542399,1.452874212,29.94315447,81.60090488,108.78,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Dasyurus_viverrinus_JM19595","Dasyurus_viverrinus",5.067959247,7.489514708,6.23,5.001653984,10.97998851,11.59185206,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,273,15.64002294,14.52973395,18.21699533,10.42774658,13.61294932
"Dasyurus_viverrinus_JM22012","Dasyurus_viverrinus",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,18.9737324,1.88,69.22737838,143.8097752,71.54595719,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Pseudocheirus_peregrinus_JM18721","Pseudocheirus_peregrinus",2.256228654,4.550004466,1.963817565,1.694077688,7.654295442,6.462702508,13.17188727,57.08585997,5.810538337,7.302997672,4.233781628,125.0608058,47.18348991,7.720954583,9.753572371,3.104920646,6.160848658,135.7275711,8.417542399,2.351773246,15.91719813,63.77195337,62.74,9.484753189,23.44724514,25.26905233,11.08041633,3.940741799
"Pseudocheirus_peregrinus_M12547","Pseudocheirus_peregrinus",2.24610588,4.135630454,2.487485075,2.044214197,7.113902688,6.571497899,7.610737064,25.75339168,6.005256723,6.832738057,3.821710971,127.6581881,117.2096277,6.708634292,8.787216639,2.570418001,5.110653336,146.8315079,6.494754906,1.358248299,13.66267921,57.53280885,119.39,9.484753189,3.929842994,5.853643819,2.982089857,3.940741799
"Pseudocheirus_peregrinus_UMZC-A9.26","Pseudocheirus_peregrinus",2.316560384,7.353980161,2.486533871,2.249916432,12.42412678,11.12141018,16.04660949,38.50739848,8.71688465,8.174653219,4.795541127,105.4082005,38.95561236,6.775947977,8.748903614,6.416555278,4.919294637,135.7275711,7.955359898,1.867933085,19.32046724,73.27315099,71.54595719,9.484753189,22.87448141,24.61055181,14.08720035,3.940741799
"Spilocuscus_maculatus_AMM11634","Spilocuscus_maculatus",9.06509726,16.49214429,2.909714258,2.70254963,26.37553684,20.88196338,62.11081076,53.91035479,5.716726466,21.35518244,8.565883305,116.366996,124.3866424,15.30265556,18.11391531,5.601120139,13.42955166,135.2161811,13.60688722,2.844990168,28.93969123,100.8265443,88.10640463,40.40874154,22.87448141,13.51084031,14.33744521,18.4881007
