"Species","Individual","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_FMNH124573",5.339521686,7.440675207,31.32468748,5.004134265,15.60807907,10.13401084,31.42273096,53.56082121,8.651688214,10.72834642,7.691569867,139.6657527,52.86876337,10.49463373,15.91093224,10.02540225,8.424836964,120.6087,18.21221632,1.867933085,26.97065224,108.4064897,87.17,25.6381773,13.11055627,14.86281121,7.587187558,13.61294932
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM15466",4.31890706,7.489514708,30.63019396,4.119454976,13.78459244,8.82503036,18.26848481,36.01444886,6.501255871,7.97950717,4.609470646,139.6657527,55.49315457,7.448367289,10.02424591,7.36665832,6.66992194,133.1522016,13.97435324,3.948556785,23.95475514,98.71455374,228,NA,16.88218101,17.48112179,2.982089857,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20152",4.03282329,6.735129396,32.29508618,4.434269372,11.27149848,9.833963501,17.016052,38.99864518,6.965628431,8.174653219,5.474931257,136.0339899,66.94473281,8.113017584,10.90630298,6.630917804,6.115581777,126.8029073,17.39331126,3.065016992,28.31962061,111.6966881,237.4072831,NA,15.56049875,17.81259091,5.314987956,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20274",3.542598475,5.150399437,29.31265771,3.981611577,9.109098906,8.043660361,16.50567583,34.65624031,6.352209601,7.667970411,4.857329249,139.5136394,47.18348991,10.49463373,13.35926808,8.407124674,7.397197401,122.4449379,10.82282291,1.982907247,18.91144533,89.55860566,85.36,NA,31.00688331,34.34537598,3.506876373,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM9339",4.51266897,6.557197207,30.50513744,4.870102337,10.59748678,9.691172418,15.74865525,32.909137,5.810538337,7.2457153,4.795541127,129.6037007,66.26749172,6.766592454,9.084837755,6.416555278,6.393284882,136.0399212,12.16416009,3.29098264,21.2968149,99.05887322,273,NA,22.87448141,26.86124984,5.314987956,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M2939",5.326032238,7.946032018,23.01169769,5.192507286,14.71492979,11.00798494,22.2259888,56.05278824,10.14406113,12.35855486,6.847232668,134.8931383,49.04061296,13.45036547,16.58545361,11.0470837,9.564425529,128.8427767,13.28459559,1.358248299,18.91144533,103.053071,132.646961,NA,16.88218101,18.21699533,4.525278475,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M32283",3.878163179,6.291354695,32.04365157,3.895816318,9.902174134,9.773551523,16.05030083,34.6172266,6.754707692,7.704542968,5.390018918,136.6580716,61.9141421,7.345252525,9.683276826,6.11842404,5.669828133,131.878567,12.80148742,2.925633089,25.34140101,102.5092061,281.9,NA,16.88218101,17.52812469,5.314987956,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_MSU-MR4680",4.448953639,7.489514708,31.32468748,5.075847837,15.63087934,11.59185206,28.2097398,29.21095371,6.985934851,11.4624411,5.01786445,127.4565205,31.1377437,10.55231812,16.58545361,8.83630405,8.733320577,135.7275711,15.19594107,3.168783432,28.6532939,103.053071,228,24.03038122,11.55452253,13.09128808,7.115127606,12.84718807
"Bettongia_penicillata","Bettongia_penicillata_FMNH-129431",3.116387491,5.118350005,2.402323025,2.822828884,9.289239718,7.413755631,9.422770698,27.53026646,5.758202051,7.184242392,4.233781628,131.5566314,102.3874976,7.720954583,9.753572371,6.52824596,6.160848658,140.8524837,8.063694062,2.817727775,18.91144533,81.60090488,103.2981182,NA,18.93471799,18.21699533,23.65930524,NA
"Bettongia_penicillata","Bettongia_penicillata_M27628",3.279383828,5.150399437,6.23,3.097811767,8.470054614,7.392063472,12.52149087,28.32710763,5.91046795,7.406415462,4.072079128,129.9788681,108.2628898,6.269822597,8.748903614,5.472284765,5.052616347,131.9055972,11.96138699,1.982907247,22.15948288,79.58308777,101.6829248,19.80585108,9.487531468,9.762271913,4.525278475,10.6257562
"Bettongia_penicillata","Bettongia_penicillata_M27943",2.869113259,5.009651174,2.782504214,2.034000772,8.470054614,7.392063472,25.35484528,44.49747555,7.882442757,8.133475841,5.961199597,128.4054301,124.3866424,9.958784811,15.63535484,7.044392355,6.979437306,122.4449379,24.80287097,3.884668484,39.89772788,118.8327405,71.54595719,NA,22.58811132,24.99265366,21.65217336,NA
"Bettongia_penicillata","Bettongia_penicillata_NHMUK-1850.11.22.47",3.128985234,5.402854133,3.085700146,3.052985403,8.853739927,6.899224784,13.14774321,32.909137,6.005256723,7.410450945,4.676752141,139.6657527,110.5396613,7.422731641,10.74698363,5.847201977,5.299833394,133.0710561,11.96138699,2.473566333,22.15948288,87.28560633,87.17,NA,10.82775054,13.09128808,5.84353515,NA
"Bettongia_tropica","Bettongia_tropica_JM15255",3.20038519,4.981114258,33.08613196,1.990072058,9.353110736,7.949837588,10.51955404,29.41023638,5.24821503,6.457880536,3.834628507,127.4512869,50.79777992,5.797370259,8.496651286,5.873819886,4.816762675,133.0710561,11.65754165,1.739470864,20.09921444,85.94205176,104.56,NA,9.407382194,10.03450528,3.506876373,NA
"Bettongia_tropica","Bettongia_tropica_M41240",3.54100581,5.181625849,25.40233513,2.277804344,8.962726794,8.954371813,12.57245184,29.21095371,6.420092612,7.410450945,4.858224691,129.8851194,54.54255065,6.571889073,9.276311236,4.790140511,5.374569303,133.0620686,10.82282291,2.473566333,19.99016086,87.28560633,108.78,NA,15.10075234,17.48112179,4.525278475,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J1876",5.312402022,7.353980161,11.4938913,2.034000772,8.853739927,7.413755631,21.62931909,47.43130223,9.469809469,11.68049076,8.427004015,123.2109796,104.6107385,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,18.56923417,3.032231305,29.70580221,99.78635363,62.74,NA,7.362438917,5.853643819,21.79646968,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J2783",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,150.54,NA,3.929842994,8.060954931,21.79646968,NA
"Dasyurus_maculatus","Dasyurus_maculatus_J8049",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,10.21794029,53.91035479,10.82714017,12.30582851,6.119366399,125.8548418,124.3866424,9.88704616,11.94,8.83630405,6.160848658,142.5069455,10.94282727,2.921138704,14.59292393,87.62,273,NA,6.877352998,5.853643819,25.89553077,NA
"Dasyurus_maculatus","Dasyurus_maculatus_JM8066",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,16.05030083,63.99612272,12.43859935,16.14144345,9.882168007,124.2136442,124.3866424,11.48886436,14.4715525,10.02540225,8.323102134,133.0620686,16.25470435,3.13757566,26.97065224,99.78635363,119.39,NA,5.257472891,5.853643819,22.25225048,NA
"Dasyurus_maculatus","Dasyurus_maculatus_JM9725",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,87.17,NA,7.362438917,9.66630652,23.65930524,NA
"Dasyurus_maculatus","Dasyurus_maculatus_M37890",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,14.57858858,56.55091524,10.98504298,13.71329647,7.301935521,125.8548418,120.5499282,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,NA,6.877352998,6.943581199,21.65217336,NA
"Dasyurus_maculatus","Dasyurus_maculatus_S497",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,10.51955404,42.86905791,8.525873447,12.21925766,6.561580605,125.0608058,102.3874976,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,NA,7.972295169,8.060954931,22.25225048,NA
"Dasyurus_maculatus","Dasyurus_maculatus_SAMA-M27408",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,10.51955404,56.55091524,10.74780133,12.35855486,5.961199597,127.6581881,127.8761321,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,12.9954073,2.844990168,24.75628159,102.5092061,62.74,NA,5.257472891,9.66630652,23.65930524,NA
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM16666",3.618317884,7.517446479,6.194786327,1.624847396,8.521970709,7.417103053,10.86529435,37.81849329,4.913100691,10.46561087,5.220499577,116.366996,124.3866424,6.683632177,10.90630298,6.383363319,5.907902692,126.9408,12.837245,1.893631523,24.51427662,72.11513679,87.17,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM19595",5.067959247,8.720692075,14.13078514,1.990072058,14.15857127,7.663972754,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,62.74,NA,5.257472891,5.853643819,17.6060112,NA
"Dasyurus_viverrinus","Dasyurus_viverrinus_JM22012",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,8.063694062,1.893631523,21.2968149,71.14,87.17,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Dendrolagus_bennettianus","Dendrolagus_bennettianus_M11638",5.491034193,6.830368756,30.63019396,3.833258226,12.23373358,13.68253033,21.62931909,62.68813859,15.97436976,14.10531896,9.927144857,120.9010818,120.5499282,15.47814442,13.2,9.833893264,11.5356849,136.7369715,15.98434594,5.304210128,38.46341026,148.770539,87.17,NA,20.60068636,26.44535845,4.525278475,NA
"Dendrolagus_bennettianus","Dendrolagus_bennettianus_SAM-M5530",8.351288881,7.353980161,43.5060559,3.054021314,17.10348054,6.571497899,37.20547945,69.92222485,15.97436976,18.88549588,11.2549852,119.295126,109.9150135,16.93450505,21.66328202,9.217708503,12.06078832,133.0018246,23.9528918,6.876504428,47.32757882,153.0173649,62.74,36.43392481,18.93471799,24.61055181,14.33744521,16.19836884
"Dendrolagus_goodfellowi","Dendrolagus_goodfellowi_JM18691",6.247213618,10.22644647,32.04365157,3.778980371,14.71492979,12.81716121,34.33285454,66.12815938,13.68379537,18.80111456,11.38509619,123.2109796,68.28171827,15.47814442,21.35404308,8.615431586,13.58096121,136.387487,20.626407,7.548911111,37.93667414,140.0765958,185.5748891,NA,13.11055627,8.060954931,5.780029158,NA
"Dendrolagus_goodfellowi","Dendrolagus_goodfellowi_M23632",5.892579586,8.94408137,40.72547165,3.071370749,13.9655425,14.12327944,36.57126825,63.99612272,14.00621806,19.69076831,11.19648838,117.6218763,49.04061296,15.27460542,22.50404552,10.31245465,12.41359583,140.5992517,20.80065368,6.156719928,38.93049824,137.2750387,139.04,NA,5.257472891,9.66630652,3.506876373,NA
"Dendrolagus_goodfellowi","Dendrolagus_goodfellowi_M9145",5.233507589,8.741587841,37.63570378,3.618321195,13.55820012,13.22796653,31.64544644,55.79551141,12.30537944,18.21787146,10.95132543,130.4444435,59.42707671,14.60399661,20.08795527,10.02540225,12.99307317,136.7946576,20.47721433,7.322560469,38.46341026,136.248895,136.47,NA,10.82775054,9.66630652,5.314987956,NA
"Dendrolagus_lumholtzi","Dendrolagus_lumholtzi_JM20106",6.489343037,7.660085506,33.08613196,3.244912406,13.09452626,13.4611364,30.16107489,48.16978611,11.57858895,17.42149982,8.391701682,119.4849205,55.82455999,13.45036547,18.66411449,9.833893264,10.44881332,140.5141187,18.9737324,5.75969607,39.89772788,126.0074425,87.17,NA,7.362438917,5.853643819,3.506876373,NA
"Dendrolagus_lumholtzi","Dendrolagus_lumholtzi_JM21511",5.640134103,7.353980161,14.13078514,3.752463997,12.96848016,14.4063205,28.2097398,47.43130223,10.98216349,16.14144345,7.758146962,112.8092225,52.86876337,13.03892189,17.42001699,10.36274129,10.41386658,132.9294689,16.59934995,4.150473885,32.85791607,103.053071,64.59,NA,7.362438917,8.060954931,5.314987956,NA
"Dendrolagus_lumholtzi","Dendrolagus_lumholtzi_M9108",4.305687829,6.778379659,7.52027823,5.192507286,10.64240184,19.62783753,27.57869782,48.16978611,8.533228509,17.95965198,4.787306845,130.3218729,86.67998729,14.88763324,22.50404552,10.31245465,11.5356849,120.6087,16.25470435,2.521870501,31.61639449,114.93,115.65,NA,5.257472891,5.853643819,4.525278475,NA
"Dendrolagus_lumholtzi","Dendrolagus_lumholtzi_SAM-M7206",4.529858775,6.535606983,23.01169769,3.895816318,9.437557224,17.0846378,36.57126825,50.22824549,10.74780133,17.95965198,8.431613511,124.0036155,54.54255065,14.00110112,21.17129723,8.730330684,10.70751279,134.727325,20.82824566,4.663876695,41.1258358,135.7546197,64.59,NA,3.929842994,6.943581199,5.780029158,NA
