TraitVal 1,TraitVar 1,TraitVal 2,TraitVar 2,TraitVal 3,TraitVar 3,TraitVal 4,TraitVar 4,TraitVal 5,TraitVar 5,TraitVal 6,TraitVar 6,TraitVal 7,TraitVar 7,TraitVal 8,TraitVar 8,TraitVal 9,TraitVar 9,TraitVal 10,TraitVar 10,TraitVal 11,TraitVar 11,TraitVal 12,TraitVar 12,TraitVal 13,TraitVar 13,TraitVal 14,TraitVar 14,TraitVal 15,TraitVar 15,TraitVal 16,TraitVar 16,TraitVal 17,TraitVar 17,TraitVal 18,TraitVar 18,TraitVal 19,TraitVar 19,TraitVal 20,TraitVar 20,TraitVal 21,TraitVar 21,TraitVal 22,TraitVar 22,TraitVal 23,TraitVar 23,TraitVal 24,TraitVar 24,TraitVal 25,TraitVar 25
8.8303081235,0.0,13.276463857625,0.0,27.784484636375,0.0,28.144195533875,0.0,8.817032410875,0.0,8.746615144625,0.0,20.410588585125,0.0,9.21585106475,0.0,8.893050660875,0.0,18.107338671375,0.0,19.772476328875,0.0,25.537049467625,0.0,18.488329972625,0.0,24.943146232625,0.0,10.396222779125,0.0,27.041384395125,0.0,8.835493116875,0.0,24.238793451375,0.0,25.624465398875,0.0,8.91201438925,0.0,16.795102006375,0.0,10.971781543625,0.0,8.8414328165,0.0,15.246108621375,0.0,24.981893692625,0.0
35.8335302185,0.0,34.939276561,0.0,35.1141084235,0.0,28.162282226,0.0,35.581203436,0.0,7.93981995025,0.0,32.6561593635,0.0,34.939276561,0.0,34.219854766,0.0,35.658698356,0.0,34.3946866285,0.0,29.913527451,0.0,15.176612231,0.0,8.49657628175,0.0,28.0896695385,0.0,35.1141084235,0.0,8.07941999825,0.0,15.704367936,0.0,35.1141084235,0.0,32.6561593635,0.0,23.0877706285,0.0,19.305798776,0.0,30.9951270185,0.0,7.85036208875,0.0,7.80090668225,0.0
8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0,8.886481261,0.0
13.5203106065,0.0,22.07185067625,0.0,23.174661815,0.0,21.1539185725,0.0,18.11397306375,0.0,20.88847918625,0.0,13.775581240125,0.0,13.488235472,0.0,23.174661815,0.0,13.488235472,0.0,13.65376035475,0.0,13.470221865375,0.0,17.25766639,0.0,13.669328608125,0.0,23.174661815,0.0,15.40082698125,0.0,22.3441456425,0.0,13.56503953725,0.0,13.53296440275,0.0,13.507946754875,0.0,21.24133450375,0.0,22.07185067625,0.0,18.8518938625,0.0,22.43156157375,0.0,13.53861415775,0.0
23.3549605366667,0.0,10.8191980906667,0.0,10.8191980906667,0.0,10.9865115236667,0.0,16.86462476,0.0,17.80858994,0.0,21.0369241833333,0.0,24.3141895966667,0.0,10.8521683616667,0.0,21.3733598933333,0.0,17.3902130866667,0.0,21.0369241833333,0.0,18.70193055,0.0,21.3733598933333,0.0,10.8191980906667,0.0,15.6010940066667,0.0,10.8191980906667,0.0,21.0369241833333,0.0,20.53573894,0.0,23.3549605366667,0.0,10.8191980906667,0.0,11.0720452156667,0.0,14.8117138133333,0.0,11.3501494046667,0.0,21.1402507433333,0.0
29.817027285,0.0,14.7188092755,0.0,14.8697088335,0.0,33.294081815,0.0,14.8697088335,0.0,14.5398935525,0.0,18.017333215,0.0,34.732925405,0.0,14.5398935525,0.0,33.294081815,0.0,21.50866255,0.0,34.732925405,0.0,30.32168085,0.0,30.32168085,0.0,14.88406655,0.0,30.32168085,0.0,14.490438146,0.0,34.732925405,0.0,15.079966653,0.0,34.732925405,0.0,34.732925405,0.0,14.7414082955,0.0,25.318401815,0.0,29.817027285,0.0,14.490438146,0.0
21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0,21.3153479566667,0.0
16.1432557455,0.0,17.2987041125,0.0,16.16798344875,0.0,25.54507758,0.0,16.438019999,0.0,16.26874082025,0.0,23.4306613825,0.0,16.3400699475,0.0,16.33289108925,0.0,16.26874082025,0.0,17.333159095,0.0,16.86032063,0.0,16.26874082025,0.0,16.25744131025,0.0,16.33289108925,0.0,23.806550315,0.0,23.884045235,0.0,16.51066133725,0.0,23.806550315,0.0,20.6773257475,0.0,26.264499375,0.0,18.72829817,0.0,23.884045235,0.0,16.26874082025,0.0,16.1432557455,0.0
7.6968649595,0.0,7.711222676,0.0,38.12576239,0.0,46.3637252,0.0,44.92488161,0.0,43.04166051,0.0,46.3637252,0.0,28.101212215,0.0,43.04166051,0.0,42.88667067,0.0,8.431018917,0.0,7.746320366,0.0,21.319385675,0.0,41.44782708,0.0,7.774336531,0.0,41.44782708,0.0,41.952480645,0.0,32.37649332,0.0,36.46721682,0.0,37.218994685,0.0,46.3637252,0.0,7.796935551,0.0,10.8813722155,0.0,7.5459654015,0.0,7.3670496785,0.0
10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0,10.53355948,0.0
11.990577542,0.0,12.8704893745,0.0,11.348969342,0.0,15.1972970295,0.0,10.1555877995,0.0,10.1555877995,0.0,12.9200552645,0.0,7.58199261475,0.0,12.9200552645,0.0,15.372128892,0.0,7.82358451875,0.0,7.7512717935,0.0,7.946186781,0.0,10.9199332795,0.0,15.372128892,0.0,15.372128892,0.0,11.6161516145,0.0,10.6603529045,0.0,7.48123524325,0.0,7.82391313175,0.0,8.9348914245,0.0,8.966925992,0.0,11.253120352,0.0,7.8547210255,0.0,11.348969342,0.0
10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0,10.28563508,0.0
20.186619437,0.0,8.1725118264,0.0,20.388480863,0.0,8.0150604648,0.0,24.057341997,0.0,21.515445313,0.0,10.834032943,0.0,8.1534052316,0.0,8.1667687398,0.0,15.684243301,0.0,8.4506753558,0.0,11.935810211,0.0,23.481804561,0.0,21.717306739,0.0,8.1064089166,0.0,21.515445313,0.0,20.528346353,0.0,20.326484927,0.0,21.214734167,0.0,8.1572766632,0.0,8.040585714,0.0,7.9835224122,0.0,20.248615373,0.0,8.1819229782,0.0,20.388480863,0.0
