"Individual","Species","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Thylacinus_cynocephalus_A12447","Thylacinus_cynocephalus",12.92791812,33.95913538,8.314342064,5.361360968,35.02580438,23.60376256,10.21794029,103.8522374,14.00621806,24.58868782,11.19648838,116.9166,61.83179744,21.67356002,30.96579165,9.833893264,11.25192222,135.7005187,46.87251022,7.548911111,87.00514785,260.9049177,132.646961,NA,12.49990496,38.49658161,22.25225048,NA
"Thylacinus_cynocephalus_A3298","Thylacinus_cynocephalus",7.915167689,21.9464413,5.514854148,4.197880689,26.37553684,17.82873342,25.35484528,98.79464643,18.64143273,23.28297919,14.94697401,131.5404038,120.5499282,21.67356002,28.97352161,13.73805128,15.66398538,138.025919,18.56923417,6.750621394,34.81479428,172.8721369,228,NA,32.19272348,25.26905233,5.93366381,NA
"Thylacinus_cynocephalus_ANU-19-161","Thylacinus_cynocephalus",9.898693956,27.68228714,8.646307909,4.595397823,33.61517019,20.88196338,36.59815168,78.66823356,10.48768123,13.39632965,9.405108747,125.9145292,75.73665901,9.958784811,20.13472583,4.625537792,7.533101653,133.0018246,24.93369834,3.381989038,81.45212221,182.0866212,185.5748891,NA,8.125157133,24.99265366,12.53564919,NA
"Thylacinus_cynocephalus_F106839","Thylacinus_cynocephalus",5.508888609,27.68228714,2.210134557,6.985294168,36.86846741,9.614612819,31.40449769,112.5355642,9.753220061,17.16859356,19.92496084,116.9166,61.83179744,25.18718849,38.28075223,17.16120261,19.7817393,137.3723818,38.29915258,7.673541243,25.37771774,149.9389142,136.47,NA,16.88218101,25.26905233,18.69149119,NA
"Thylacinus_cynocephalus_F106840","Thylacinus_cynocephalus",9.416857808,17.4331663,30.63019396,8.383165631,33.61517019,22.08755045,50.57585031,103.8522374,11.57858895,21.35518244,19.42674089,131.5404038,40.14357621,18.708467,18.11391531,15.69492431,15.66398538,132.5806509,20.37608875,9.317547527,50.49647162,208.2734968,185.5748891,NA,24.39187028,23.08058869,14.08720035,NA
"Thylacinus_cynocephalus_F106843","Thylacinus_cynocephalus",4.562065377,12.96627705,2.174782609,4.197880689,23.0358029,8.954371813,63.61938471,130.2841215,6.965628431,22.03135861,19.26133048,131.3701725,33.52720256,32.98565439,47.80256879,23.93685931,24.85807942,136.3942891,35.47805005,10.15237804,28.35745255,172.8721369,132.646961,NA,9.487531468,14.86281121,14.33744521,NA
"Thylacinus_cynocephalus_SAMAM1960","Thylacinus_cynocephalus",5.813811331,11.07995595,37.63570378,7.113752871,14.71492979,18.3713604,18.64362777,63.99612272,10.40921909,13.71329647,9.433119249,131.656745,31.1377437,12.13772226,22.50404552,9.85947268,10.41386658,134.2182937,23.9528918,2.407771089,20.68340635,126.7663885,185.5748891,40.40874154,17.48721207,17.48112179,11.29348961,19.7719785
"Thylacinus_cynocephalus_SAMAM95","Thylacinus_cynocephalus",12.54199654,32.83502444,7.299846628,5.001653984,36.86846741,22.91927841,30.4251634,130.2841215,23.53258806,29.27253205,17.6725325,125.7037286,127.8761321,26.48163431,36.46721682,18.18981528,18.61704951,135.7005187,24.80287097,7.673541243,46.99750072,208.970395,90.61,NA,28.41961236,21.51496549,2.982089857,NA
"Dasyurus_maculatus_J1876","Dasyurus_maculatus",4.51266897,6.179555362,11.4938913,3.884382003,13.88333379,20.14454587,26.92860465,99.24521293,18.73954195,21.35518244,19.42674089,127.6581881,70.25562488,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,20.626407,3.032231305,24.37252616,142.6983845,166.86,NA,14.52973395,10.03450528,5.314987956,NA
"Dasyurus_maculatus_J2783","Dasyurus_maculatus",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,544.1005358,NA,7.972295169,6.943581199,5.780029158,NA
"Dasyurus_maculatus_J8049","Dasyurus_maculatus",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,33.270235,130.8552103,6.005256723,13.36198322,19.92496084,116.595748,47.18348991,12.13772226,23.95617057,15.69492431,13.723255,126.8029073,41.39734148,3.527186818,34.81479428,142.5883119,115.65,NA,8.125157133,10.03450528,5.835271588,NA
"Dasyurus_maculatus_JM8066","Dasyurus_maculatus",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,15.74865525,53.56082121,11.57858895,13.25642546,8.427004015,123.2109796,109.9150135,14.60399661,7.774336531,8.709640072,8.826651071,136.0399212,16.58771727,3.461568492,29.63530181,99.78635363,127.85,NA,23.44724514,29.92647075,13.69893674,NA
"Dasyurus_maculatus_JM9725","Dasyurus_maculatus",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,127.85,NA,7.362438917,8.060954931,5.780029158,NA
"Dasyurus_maculatus_M37890","Dasyurus_maculatus",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,13.14774321,57.08585997,6.005256723,11.4624411,7.364971972,113.2452111,104.8469178,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,NA,14.52973395,27.17161029,5.84353515,NA
"Dasyurus_maculatus_S497","Dasyurus_maculatus",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,13.45446504,38.99864518,11.12262785,7.302997672,4.529069318,128.6779539,70.66141988,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,NA,7.972295169,16.83786842,10.42774658,NA
"Dasyurus_maculatus_SAMA-M27408","Dasyurus_maculatus",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,10.51955404,56.05278824,6.754707692,11.4624411,5.210850123,129.6037007,65.32823941,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,21.17559009,6.509138571,39.78555867,175.3578176,85.36,NA,15.56049875,33.71549248,19.01691245,NA
"Dasyurus_viverrinus_JM16666","Dasyurus_viverrinus",4.026580449,27.68228714,2.174782609,2.675947609,36.86846741,6.571497899,50.57585031,69.92222485,11.57858895,15.63954467,8.391701682,128.5364048,57.02447048,18.708467,20.13472583,9.85947268,10.05045189,132.1136668,18.9737324,10.94458545,42.34352532,164.8988066,185.5748891,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Dasyurus_viverrinus_JM19595","Dasyurus_viverrinus",4.51266897,6.402123917,7.575301311,2.277804344,10.94609199,11.37117936,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,119.39,NA,7.362438917,16.83786842,2.982089857,NA
"Dasyurus_viverrinus_JM22012","Dasyurus_viverrinus",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,12.837245,3.439159342,24.37252616,98.71455374,418.3399165,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Pseudocheirus_peregrinus_JM18721","Pseudocheirus_peregrinus",2.256228654,4.550004466,1.963817565,1.694077688,7.654295442,6.462702508,13.17188727,56.05278824,6.005256723,6.809678875,7.301935521,116.595748,85.32803859,7.720954583,9.753572371,3.104920646,6.160848658,135.7275711,8.417542399,2.351773246,15.91719813,63.77195337,101.6829248,NA,10.82775054,14.41643194,5.314987956,NA
"Pseudocheirus_peregrinus_M12547","Pseudocheirus_peregrinus",2.24610588,4.135630454,2.487485075,2.044214197,7.113902688,6.571497899,7.610737064,25.75339168,6.005256723,6.832738057,3.821710971,127.6581881,117.2096277,6.708634292,8.787216639,2.570418001,5.110653336,146.8315079,6.494754906,1.358248299,13.66267921,57.53280885,418.3399165,9.484753189,3.929842994,5.853643819,2.982089857,3.940741799
"Pseudocheirus_peregrinus_UMZC-A9.26","Pseudocheirus_peregrinus",4.305687829,7.517446479,9.481426928,4.356899388,10.73473954,8.043660361,12.25347803,38.99864518,6.005256723,6.457880536,6.228644557,129.6037007,57.02447048,6.397700415,8.838036947,9.685889436,5.669828133,136.2495305,7.955359898,1.867933085,19.32046724,73.27315099,71.54595719,NA,15.10075234,17.48112179,11.15606354,NA
"Spilocuscus_maculatus_AMM11634","Spilocuscus_maculatus",9.471653812,17.16350343,2.402323025,5.045136488,24.97517071,17.0846378,18.64362777,50.79546662,11.57858895,17.42149982,8.565883305,131.5404038,65.95434884,15.30265556,18.11391531,5.601120139,13.42955166,135.2161811,13.60688722,2.844990168,28.93969123,100.8265443,88.10640463,NA,14.52973395,28.91695487,14.33744521,NA
