"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",13.246971833875,23.734835307,40.110158195,45.00823732875,37.315990325
"Bettongia_penicillata",2.6697061095,14.65338658875,21.14104881375,21.14104881375,14.18347182125
"Bettongia_tropica",44.891745495,13.864309921,13.864309921,14.156024694,34.454195515
"Dasyurus_maculatus",2.694245224375,6.444299201125,2.6194683405,7.399216662375,6.444299201125
"Dasyurus_viverrinus",42.9243291046667,2.24567742633333,9.11937757366667,2.337455457,2.27797336866667
"Dendrolagus_bennettianus",16.4201642585,16.478239336,39.54677693,37.06812493,53.461930915
"Dendrolagus_goodfellowi",40.6224104433333,42.9013981333333,42.9013981333333,26.9492364336667,38.6656264033333
"Dendrolagus_lumholtzi",50.807218675,9.9446393155,9.759789462,40.06286419575,50.3373039075
"Dendrolagus_matschiei",28.9591601405,28.9591601405,4.892717934,4.87504196,4.892717934
"Dorcopsulus_vanheurni",36.252892875,44.211790855,19.086605495,13.2644798605,13.2649554625
"Hypsiprymnodon_moschatus",30.77946552325,13.7401842905,4.84551326375,33.926944299,42.5644452075
"Lagorchestes_conspicillatus",3.4247747835,40.46654144,34.510285435,24.072735455,26.551387455
"Lagorchestes_hirsutus",42.606631052,34.816463962,8.8565796754,41.239238438,8.898561659
"Lagostrophus_fasciatus",40.510546015,32.55773213,17.3839333435,17.4800275775,17.5226086025
"Macropus_fuliginosus",25.493629018,8.1621533146,16.384920122,32.852208202,37.617213006
"Macropus_giganteus",8.2438049876,17.473439001,19.40933192,8.2963586924,8.3094069136
"Notamacropus_agilis",48.5185491197778,50.1723358075556,39.5554332497778,42.6759264875556,45.2381526342222
"Notamacropus_irma",45.9847079,46.924537435,33.258876795,24.951516638,53.94360588
"Onychogalea_fraenata",7.145827227,7.145827227,7.145827227,7.145827227,7.145827227
"Onychogalea_unguifera",5.90385582,36.931291394,5.90385582,5.9418749765,36.931291394
"Osphranter_antilopinus",53.002646158,16.5627578908,43.637496386,16.587737333,16.57151915
"Osphranter_robustus",61.467992493,56.409485793,9.5942788685,55.491933007,9.6664482402
"Osphranter_rufus",45.9847079,2.63691424,50.34301897,2.649623142,2.3862070165
"Petrogale_brachyotis",35.49557793,27.53667995,4.211685294,27.53667995,4.603815712
"Petrogale_penicillata",3.29570321366667,32.4234719333333,22.6582818433333,44.6877705733333,35.77261988
"Petrogale_persephone",18.8616973203333,5.23865010033333,14.1305645903333,25.8200639736667,29.7909013103333
"Potorous_tridactylus",49.69095268,29.9738882374,7.58321657,45.843933752,10.928878747
"Pseudocheirus_peregrinus",4.85282228666667,2.286533231,2.208695083,15.98578618,15.0589247633333
"Setonix_brachyurus",12.019756415,43.3770221166667,35.97229178,49.4479423333333,11.969255714
"Spilocuscus_maculatus",26.9636870023333,2.269175898,9.546606329,15.1076215956667,2.269175898
"Thylacinus_cynocephalus",36.900900281125,9.10631538525,11.252355459625,9.847637455875,16.954421283625
"Thylogale_stigmatica",5.165,5.165,5.165,5.165,5.165
"Thylogale_thetis",4.63199169466667,20.6210063233333,6.31599036,4.56492753633333,4.70587714133333
"Trichosurus_vulpecula",2.33044927866667,2.41377659516667,2.32428892316667,8.30244147283333,18.5441622578333
"Wallabia_bicolor",47.2364916766667,33.2427936695,16.081295729,16.3101939285,48.749963825
