"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",6.01612312775,5.96421960225,5.952035245625,11.125875264,6.01239860375
"Bettongia_penicillata",5.4537719065,5.4447913455,5.409374727,5.32932066625,5.32932066625
"Bettongia_tropica",5.834153821,5.834153821,5.834153821,5.834153821,5.834153821
"Dasyurus_maculatus",7.77906489,14.7099974525,15.545816980875,11.045089509375,20.977918895
"Dasyurus_viverrinus",14.674862693,13.523781143,7.269023774,8.49714349466667,7.439924793
"Dendrolagus_bennettianus",20.621742225,10.611292395,10.4257741035,20.10082673,19.73707692
"Dendrolagus_goodfellowi",13.3317976233333,13.3317976233333,13.3317976233333,13.3317976233333,13.3317976233333
"Dendrolagus_lumholtzi",19.116702475,10.246765231,8.264295625,16.2000196175,8.0877578945
"Dendrolagus_matschiei",24.400851375,5.24821503,5.0806578605,23.53258806,25.226406405
"Dorcopsulus_vanheurni",11.2462111415,10.1009239465,15.3726681115,10.1605682115,15.8935836065
"Hypsiprymnodon_moschatus",6.310204863,5.0642282515,4.895139569,10.1137239845,8.03164788675
"Lagorchestes_conspicillatus",15.0590936855,7.6676439705,5.747790869,15.0754956755,5.9258601125
"Lagorchestes_hirsutus",17.132588778,17.33439418,5.102351351,5.0879824534,5.3329784596
"Lagostrophus_fasciatus",15.0023133315,14.4813978365,15.8442703515,14.4813978365,4.735511973
"Macropus_fuliginosus",23.952677624,7.7709576964,7.8692934782,23.390445304,23.24494538
"Macropus_giganteus",10.0132537758,10.1900017038,10.1478160115,10.1528980455,10.0630342719
"Notamacropus_agilis",21.0583626555556,8.65967155044445,21.2163843511111,8.50807550644445,8.43526099733333
"Notamacropus_irma",7.1422787085,10.265604467,7.1422787085,17.409080067,7.398630237
"Onychogalea_fraenata",6.4698350375,6.59801080175,6.726186566,10.498959861,6.514232217
"Onychogalea_unguifera",6.705203478,12.2537991345,17.7431286195,16.0329082845,6.705203478
"Osphranter_antilopinus",24.353016248,24.633493578,8.90402379,25.026581864,8.9710466578
"Osphranter_robustus",24.072644305,8.6274962922,8.5583710096,8.5248595757,8.6579320018
"Osphranter_rufus",5.0552476905,16.323825395,5.0732088125,4.877178447,24.2272837
"Petrogale_brachyotis",16.399753548,6.7247009215,6.910219213,6.7426620435,6.902770165
"Petrogale_penicillata",13.895492733,7.811636383,7.640735364,7.806670351,7.640735364
"Petrogale_persephone",14.9579104616667,14.7263452483333,8.51984945866667,14.9579104616667,8.63155423833333
"Potorous_tridactylus",10.5873670488,5.4624045422,17.3680717388,11.8335727188,15.6600728328
"Pseudocheirus_peregrinus",12.564599142,14.7462528276667,14.5037529543333,12.651332081,5.27715270166667
"Setonix_brachyurus",14.906998022,17.6185552553333,5.45084255533333,5.27497550433333,19.0121366786667
"Spilocuscus_maculatus",13.5714739036667,7.364978114,14.1503161136667,11.0520678036667,13.2442151603333
"Thylacinus_cynocephalus",15.16079073875,18.94382448125,19.083792915,15.3990160885,10.130340994125
"Thylogale_stigmatica",17.185672415,7.688689032,16.838324595,9.358142263,16.838324595
"Thylogale_thetis",10.1174312296667,10.1174312296667,10.1174312296667,10.1174312296667,10.1174312296667
"Trichosurus_vulpecula",7.2140344785,13.5952622795,7.2140344785,10.4101400061667,14.1708030545
"Wallabia_bicolor",9.81040438466667,8.06572492316667,18.6424454651667,7.92938805583333,7.92690503983333
