"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",7.4652125255,12.63116921975,15.36431707225,7.228184048875,16.49218440975
"Bettongia_penicillata",6.96086209325,18.6952248835,17.2611588785,7.0735634225,6.90960366675
"Bettongia_tropica",6.9341657405,6.9341657405,6.9341657405,6.9341657405,6.9341657405
"Dasyurus_maculatus",23.96185714875,12.64106148875,20.198718903875,24.62430192625,24.57353174125
"Dasyurus_viverrinus",9.21727927533333,13.3598177233333,12.2778339866667,9.14401174266667,9.15906281666667
"Dendrolagus_bennettianus",12.5987337535,23.053344435,23.056242355,12.5987337535,12.671688208
"Dendrolagus_goodfellowi",18.9032514433333,18.9032514433333,18.9032514433333,18.9032514433333,18.9032514433333
"Dendrolagus_lumholtzi",11.8166347765,22.1081396825,23.4382962375,23.4382962375,24.8752601625
"Dendrolagus_matschiei",6.851797918,30.09801876,6.5464550175,12.671688208,6.2976013935
"Dorcopsulus_vanheurni",6.770537805,17.264993251,7.0563382735,6.793114416,6.880439104
"Hypsiprymnodon_moschatus",6.7026193615,8.06608889025,15.37833748125,6.56341135025,16.74810888625
"Lagorchestes_conspicillatus",20.405311514,18.557053194,7.3256266065,7.149727437,7.062402749
"Lagorchestes_hirsutus",19.4025723542,20.1441940182,21.2914468222,6.4262448932,20.2273215782
"Lagostrophus_fasciatus",18.0411054625,10.0330521675,6.5464550175,17.0154359325,15.6991833475
"Macropus_fuliginosus",9.3058350518,28.10354354,9.294338865,9.5160174748,9.4958663374
"Macropus_giganteus",12.4467545907,26.713203616,28.106000663,12.4772442315,19.4378131978
"Notamacropus_agilis",25.4704942266667,23.4768399977778,9.97975963955556,24.6513869733333,9.94547924111111
"Notamacropus_irma",19.106182765,12.33463101,11.96296314,8.4379573435,21.766495875
"Onychogalea_fraenata",9.27731441925,9.05078172,9.138106408,21.469561325,20.0325974
"Onychogalea_unguifera",19.555431785,19.555431785,19.344714965,20.367486575,8.960160818
"Osphranter_antilopinus",29.277904818,23.505750502,28.543974258,28.45968753,28.783350278
"Osphranter_robustus",28.561663541,10.3709198858,27.581825025,27.704779003,10.3444993916
"Osphranter_rufus",30.09801876,6.347979237,28.24686252,27.43770565,6.851797918
"Petrogale_brachyotis",8.157911418,21.413495495,18.542465565,8.07058673,18.539567645
"Petrogale_penicillata",9.056247579,13.0248808566667,17.9419399333333,16.02791998,9.36749547
"Petrogale_persephone",10.198712202,17.1198163533333,14.34125065,10.150075899,10.46132379
"Potorous_tridactylus",21.1221595782,9.3922278098,7.5995254478,19.6477665222,7.1818505438
"Pseudocheirus_peregrinus",6.845444631,7.207308034,6.817365269,6.53419674,8.104353836
"Setonix_brachyurus",24.690524407,6.884928313,7.43196644833333,6.90955954266667,6.90955954266667
"Spilocuscus_maculatus",17.6403922433333,15.91044745,11.8526420133333,17.78280207,10.670651789
"Thylacinus_cynocephalus",23.336963016,25.9363444,21.257216736,15.675057287875,28.4244710125
"Thylogale_stigmatica",9.039975698,8.9670212435,11.92066426,22.295559775,9.43389308
"Thylogale_thetis",11.7287128506667,11.7287128506667,11.7287128506667,11.7287128506667,11.7287128506667
"Trichosurus_vulpecula",11.0500184136667,14.2791250166667,17.8567167966667,10.8109813511667,10.8061912733333
"Wallabia_bicolor",21.16547308,16.170925135,19.4061979766667,10.1694250691667,21.7815591866667
