"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",6.245036111375,5.459828461375,3.33031104725,6.258164111,3.391301595875
"Bettongia_penicillata",4.0732451725,2.38366561375,2.38366561375,3.7558919825,2.38366561375
"Bettongia_tropica",2.133938201,2.133938201,2.133938201,2.133938201,2.133938201
"Dasyurus_maculatus",3.332690929375,2.92131844175,2.50787140475,2.49921761825,2.50787140475
"Dasyurus_viverrinus",1.85368214333333,2.79909692133333,7.16000281366667,6.57507991066667,6.561618049
"Dendrolagus_bennettianus",6.0629460555,2.9387362115,6.1082119285,6.5012206365,6.985596283
"Dendrolagus_goodfellowi",3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333
"Dendrolagus_lumholtzi",5.91829397975,5.714898696,2.6792928675,2.7724086775,2.7658066525
"Dendrolagus_matschiei",2.5969746185,2.9587700025,2.569903549,2.421906364,5.9631726535
"Dorcopsulus_vanheurni",4.491563178,2.1122734345,2.1122734345,5.849826114,4.680068628
"Hypsiprymnodon_moschatus",5.65188641325,3.377998226,5.311555395,5.45538205925,2.114485758
"Lagorchestes_conspicillatus",3.837768626,7.5845697145,3.812401889,8.068945361,4.2204795965
"Lagorchestes_hirsutus",3.2895606632,4.9783319936,3.2757146048,4.3734956998,4.9783319936
"Lagostrophus_fasciatus",2.364801092,5.0838870925,2.522046686,2.4866942835,3.5178164455
"Macropus_fuliginosus",8.698022882,8.8156485866,8.5407612352,8.6584451034,9.145597529
"Macropus_giganteus",8.2254924081,7.9948229686,8.1954262614,5.5473792318,5.6001059933
"Notamacropus_agilis",8.311783704,2.82769373266667,2.85083453933333,2.98772373388889,5.69033915366667
"Notamacropus_irma",6.6688851865,6.0794446795,6.0794446795,3.334991942,5.118821887
"Onychogalea_fraenata",4.55990821325,4.55990821325,4.55990821325,4.55990821325,4.55990821325
"Onychogalea_unguifera",7.125855541,4.001645697,3.8173290335,4.0659841255,5.517462517
"Osphranter_antilopinus",2.8748301656,7.519114011,9.1199057884,2.7899801698,9.235141491
"Osphranter_robustus",8.0593316071,7.9163919751,8.5252668274,4.5894467471,4.6365369555
"Osphranter_rufus",8.972896657,7.374028753,8.972896657,1.650214133,9.6535586935
"Petrogale_brachyotis",6.7878364585,7.1808451665,7.1808451665,6.1531300785,6.840348457
"Petrogale_penicillata",6.38808875133333,2.23941216166667,2.502078871,7.31296939666667,2.71220512466667
"Petrogale_persephone",6.31319837,3.498579486,5.859423679,5.763283466,5.39189650766667
"Potorous_tridactylus",1.9662389542,6.3561903088,2.1231572468,2.0859943806,3.7676804226
"Pseudocheirus_peregrinus",2.92780945766667,2.32773476366667,2.540891296,3.23245636066667,2.05976489866667
"Setonix_brachyurus",3.52296263666667,2.35681943733333,2.45548422733333,4.84852122366667,3.08692087566667
"Spilocuscus_maculatus",2.964042772,3.20523969466667,5.20817479533333,3.00693505766667,2.84733060233333
"Thylacinus_cynocephalus",3.799492582875,3.588353397875,5.600032156625,4.40279399525,4.885284123375
"Thylogale_stigmatica",4.1197351955,4.1197351955,4.1197351955,4.1197351955,4.1197351955
"Thylogale_thetis",5.33808269366667,3.705803698,5.70873879866667,6.16251348966667,4.92245423666667
"Trichosurus_vulpecula",5.0762075555,4.22241434333333,2.53529371983333,4.52410720416667,5.0762075555
"Wallabia_bicolor",3.04800191966667,3.03954634066667,7.97109879716667,2.98427305883333,6.23225385616667
