"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",55.29703718125,36.5028379175,32.27951148125,51.95410272625,38.31810857125
"Bettongia_penicillata",27.1093333025,81.2771724225,26.8410393625,27.623638445,27.623638445
"Bettongia_tropica",29.310595045,29.310595045,29.310595045,29.310595045,29.310595045
"Dasyurus_maculatus",32.49581364625,77.06955207,52.5206918875,45.39974627875,96.90653111875
"Dasyurus_viverrinus",72.7211676666667,38.8397488033333,52.4101725166667,38.27951972,41.10758052
"Dendrolagus_bennettianus",48.374396145,71.955973305,91.228894525,47.837808265,49.666230615
"Dendrolagus_goodfellowi",61.9732645033333,61.9732645033333,61.9732645033333,61.9732645033333,61.9732645033333
"Dendrolagus_lumholtzi",37.5595670075,37.6788787925,91.213100985,83.05077136,38.0295594875
"Dendrolagus_matschiei",27.76889003,27.318589845,118.30099855,122.35699045,101.323441915
"Dorcopsulus_vanheurni",30.45029198,82.038896115,30.45029198,29.773531205,82.038896115
"Hypsiprymnodon_moschatus",52.56283491,51.5589624925,76.81238411,27.318589845,47.237171755
"Lagorchestes_conspicillatus",72.068184445,32.322530365,84.051307395,31.785942485,33.614364835
"Lagorchestes_hirsutus",26.689555526,84.458257688,57.661384478,27.505595112,90.759685868
"Lagostrophus_fasciatus",67.65566845,27.91001437,67.65566845,79.6387914,28.050187265
"Macropus_fuliginosus",116.525450212,36.76563036,115.167694732,121.583340672,110.374445552
"Macropus_giganteus",122.096492292,115.211536462,120.176112282,121.419650002,52.806284676
"Notamacropus_agilis",43.88869129,84.2808167455556,102.988747884444,109.823197506667,44.0330943611111
"Notamacropus_irma",74.30417091,70.767839575,90.34328576,90.34328576,74.30417091
"Onychogalea_fraenata",36.6718414025,37.2353718825,37.165285435,82.60726445,82.75003665
"Onychogalea_unguifera",78.525312175,75.416467875,87.399590825,87.685135225,78.525312175
"Osphranter_antilopinus",42.53473512,42.28777059,123.2988655,123.07042998,123.07042998
"Osphranter_robustus",116.18425433,43.663934106,115.61959435,44.112785519,44.779172206
"Osphranter_rufus",27.17841695,52.828257095,27.41704052,121.69538725,130.5696659
"Petrogale_brachyotis",76.842751215,89.111418565,88.825874165,37.097097135,92.881866065
"Petrogale_penicillata",40.54260388,74.9842518266667,40.70168626,74.7938888933333,39.9503122866667
"Petrogale_persephone",43.447712,43.84136072,77.9335633533333,72.0173775866667,78.1239262866667
"Potorous_tridactylus",89.606211676,64.41985017,88.362673956,45.406553804,31.654193646
"Pseudocheirus_peregrinus",63.0281408333333,26.8624909066667,29.5789132066667,89.5243591266667,31.7174798433333
"Setonix_brachyurus",29.9251277166667,66.6807805033333,31.30315833,85.1150549366667,91.2216036366667
"Spilocuscus_maculatus",73.3860251333333,54.4308622866667,73.1956622,55.6506218966667,39.5710338266667
"Thylacinus_cynocephalus",103.20604642875,100.0306192025,114.2579424075,99.9388544525,89.7523809075
"Thylogale_stigmatica",93.854413185,97.910405085,41.589048275,84.980134535,81.871290235
"Thylogale_thetis",53.30323032,53.30323032,53.30323032,53.30323032,53.30323032
"Trichosurus_vulpecula",56.81079221,41.7369512766667,41.666392405,75.3589908883333,76.6158067216667
"Wallabia_bicolor",45.1122663333333,87.1580501833333,45.299329165,93.632940395,45.1492291033333
