"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",60.09021751,83.39077801375,52.32406215875,83.23196147625,51.84969609
"Bettongia_penicillata",69.42619813,112.600784075,70.78330058,71.0802915425,112.600784075
"Bettongia_tropica",52.670165285,52.670165285,52.670165285,52.670165285,52.670165285
"Dasyurus_maculatus",56.6137501525,122.5868384375,117.36773608625,55.799651255,58.4662911725
"Dasyurus_viverrinus",116.1454603,87.87589983,87.87589983,119.0365641,117.873400866667
"Dendrolagus_bennettianus",117.15082795,114.5589171,118.8955728,117.15082795,73.366119535
"Dendrolagus_goodfellowi",58.9164693133333,58.9164693133333,58.9164693133333,58.9164693133333,58.9164693133333
"Dendrolagus_lumholtzi",70.9382363425,89.279845915,44.1536663025,88.42661729,46.38607619
"Dendrolagus_matschiei",126.16967485,123.5394764,32.765941495,126.16967485,120.79813505
"Dorcopsulus_vanheurni",101.954610535,54.780145765,97.617954835,100.248153285,98.291508585
"Hypsiprymnodon_moschatus",66.5022985125,39.1348508825,49.4704808125,83.64924591,41.1695748275
"Lagorchestes_conspicillatus",52.90556023,55.745301165,101.27475443,97.61165248,96.93809873
"Lagorchestes_hirsutus",103.31465369,49.746445456,105.47779241,51.763240652,101.90908859
"Lagostrophus_fasciatus",93.10921992,91.19086282,93.10921992,47.6795,50.987686825
"Macropus_fuliginosus",51.874312098,51.715623302,123.26608468,122.86823832,117.56407998
"Macropus_giganteus",110.833512308,50.221273442,50.33807962,50.704807603,51.391062543
"Notamacropus_agilis",112.252319007778,42.8541031622222,112.273882796667,112.149729252222,110.52931203
"Notamacropus_irma",56.97644875,56.97644875,103.6391857,76.66549778,105.34564295
"Onychogalea_fraenata",87.1902737775,44.7754255675,45.3727902825,44.232422015,86.8534969025
"Onychogalea_unguifera",72.52668093,115.28048355,115.28048355,115.28048355,71.457487535
"Osphranter_antilopinus",47.096462194,117.020645986,48.78298111,116.751224486,65.314984546
"Osphranter_robustus",117.581730629,118.817418149,117.753588879,45.608187251,47.891961383
"Osphranter_rufus",35.7112858,126.16967485,122.5065729,121.79473155,124.21303015
"Petrogale_brachyotis",94.61097032,92.90451307,46.24177612,90.27431462,94.61097032
"Petrogale_penicillata",82.4806789733333,82.4551539066667,80.72721334,80.72721334,81.1762491733333
"Petrogale_persephone",85.51319583,85.0641599966667,87.9552637966667,86.81762563,85.0641599966667
"Potorous_tridactylus",38.564737286,37.224765314,54.614178954,56.652938226,42.069067172
"Pseudocheirus_peregrinus",122.0453543,92.23838942,119.4364947,123.1574674,120.765129166667
"Setonix_brachyurus",78.7075145466667,50.1528064966667,50.1528064966667,48.71392686,108.511576046667
"Spilocuscus_maculatus",72.1288440833333,70.96568085,72.1288440833333,39.8827146166667,70.96568085
"Thylacinus_cynocephalus",78.50052522875,113.21020407,57.94988782125,101.43256996625,82.09360314375
"Thylogale_stigmatica",59.820704125,102.658513195,62.534909025,60.25417249,62.534909025
"Thylogale_thetis",81.4930238866667,81.4930238866667,81.4930238866667,81.4930238866667,81.4930238866667
"Trichosurus_vulpecula",64.7598346633333,35.274858175,36.41051088,64.77179173,64.21507498
"Wallabia_bicolor",56.6153453866667,56.2589475883333,71.29285822,57.5649090566667,100.841250366667
