Species,Iter1,Iter2,Iter3,Iter4,Iter5
Aepyprymnus_rufescens,7.448367289,7.448367289,7.448367289,7.448367289,7.448367289
Bettongia_penicillata,27.6343921,27.6343921,27.6343921,27.6343921,27.6343921
Bettongia_tropica,5.797370259,5.797370259,5.797370259,5.797370259,5.797370259
Dasyurus_maculatus,9.958784811,9.958784811,9.958784811,9.958784811,9.958784811
Dasyurus_viverrinus,9.76,9.76,9.76,9.76,9.76
Dendrolagus_bennettianus,5.579976123,5.579976123,5.579976123,5.579976123,5.579976123
Dendrolagus_goodfellowi,15.47814442,15.47814442,15.47814442,15.47814442,15.47814442
Dendrolagus_lumholtzi,14.00110112,14.00110112,14.00110112,14.00110112,14.00110112
Dendrolagus_matschiei,5.575315629,5.575315629,5.575315629,5.575315629,5.575315629
Dorcopsulus_vanheurni,7.069400676,7.069400676,7.069400676,7.069400676,7.069400676
Hypsiprymnodon_moschatus,6.29980514,6.29980514,6.29980514,6.29980514,6.29980514
Lagorchestes_conspicillatus,7.054770737,7.054770737,7.054770737,7.054770737,7.054770737
Lagorchestes_hirsutus,6.202480287,6.202480287,6.202480287,6.202480287,6.202480287
Lagostrophus_fasciatus,6.32301148,6.32301148,6.32301148,6.32301148,6.32301148
Macropus_fuliginosus,13.11942209,13.11942209,13.11942209,13.11942209,13.11942209
Macropus_giganteus,15.47814442,15.47814442,15.47814442,15.47814442,15.47814442
Notamacropus_agilis,5.579976123,5.579976123,5.579976123,5.579976123,5.579976123
Notamacropus_irma,32.98565439,32.98565439,32.98565439,32.98565439,32.98565439
Onychogalea_fraenata,26.48163431,26.48163431,26.48163431,26.48163431,26.48163431
Onychogalea_unguifera,10.49463373,10.49463373,10.49463373,10.49463373,10.49463373
Osphranter_antilopinus,6.29980514,6.29980514,6.29980514,6.29980514,6.29980514
Osphranter_robustus,31.40579977,31.40579977,31.40579977,31.40579977,31.40579977
Osphranter_rufus,5.575315629,5.575315629,5.575315629,5.575315629,5.575315629
Petrogale_brachyotis,8.860171891,8.860171891,8.860171891,8.860171891,8.860171891
Petrogale_penicillata,11.48886436,11.48886436,11.48886436,11.48886436,11.48886436
Petrogale_persephone,27.6343921,27.6343921,27.6343921,27.6343921,27.6343921
Potorous_tridactylus,30.08505447,30.08505447,30.08505447,30.08505447,30.08505447
Pseudocheirus_peregrinus,7.720954583,7.720954583,7.720954583,7.720954583,7.720954583
Setonix_brachyurus,31.40579977,31.40579977,31.40579977,31.40579977,31.40579977
Spilocuscus_maculatus,10.34234956,10.34234956,10.34234956,10.34234956,10.34234956
