Species,Iter1,Iter2,Iter3,Iter4,Iter5
Aepyprymnus_rufescens,3.065016992,3.065016992,3.065016992,3.065016992,3.065016992
Bettongia_penicillata,1.982907247,1.982907247,1.982907247,1.982907247,1.982907247
Bettongia_tropica,2.473566333,2.473566333,2.473566333,2.473566333,2.473566333
Dasyurus_maculatus,2.971039263,2.971039263,2.971039263,2.971039263,2.971039263
Dasyurus_viverrinus,1.88,1.88,1.88,1.88,1.88
Dendrolagus_bennettianus,6.876504428,6.876504428,6.876504428,6.876504428,6.876504428
Dendrolagus_goodfellowi,6.156719928,6.156719928,6.156719928,6.156719928,6.156719928
Dendrolagus_lumholtzi,4.150473885,4.150473885,4.150473885,4.150473885,4.150473885
Dendrolagus_matschiei,5.916659686,5.916659686,5.916659686,5.916659686,5.916659686
Dorcopsulus_vanheurni,2.651683627,2.651683627,2.651683627,2.651683627,2.651683627
Hypsiprymnodon_moschatus,2.367513617,2.367513617,2.367513617,2.367513617,2.367513617
Lagorchestes_conspicillatus,2.442359208,2.442359208,2.442359208,2.442359208,2.442359208
Lagorchestes_hirsutus,2.407771089,2.407771089,2.407771089,2.407771089,2.407771089
Lagostrophus_fasciatus,2.130212177,2.130212177,2.130212177,2.130212177,2.130212177
Macropus_fuliginosus,2.367513617,2.367513617,2.367513617,2.367513617,2.367513617
Macropus_giganteus,10.15237804,10.15237804,10.15237804,10.15237804,10.15237804
Notamacropus_agilis,5.658045516,5.658045516,5.658045516,5.658045516,5.658045516
Notamacropus_irma,10.94458545,10.94458545,10.94458545,10.94458545,10.94458545
Onychogalea_fraenata,4.548281246,4.548281246,4.548281246,4.548281246,4.548281246
Onychogalea_unguifera,3.81191938,3.81191938,3.81191938,3.81191938,3.81191938
Osphranter_antilopinus,2.367513617,2.367513617,2.367513617,2.367513617,2.367513617
Osphranter_robustus,8.303141615,8.303141615,8.303141615,8.303141615,8.303141615
Osphranter_rufus,10.94458545,10.94458545,10.94458545,10.94458545,10.94458545
Petrogale_brachyotis,3.884668484,3.884668484,3.884668484,3.884668484,3.884668484
Petrogale_penicillata,5.778999508,5.778999508,5.778999508,5.778999508,5.778999508
Petrogale_persephone,5.918538929,5.918538929,5.918538929,5.918538929,5.918538929
Potorous_tridactylus,1.362987257,1.362987257,1.362987257,1.362987257,1.362987257
Pseudocheirus_peregrinus,2.351773246,2.351773246,2.351773246,2.351773246,2.351773246
Setonix_brachyurus,2.521870501,2.521870501,2.521870501,2.521870501,2.521870501
Spilocuscus_maculatus,2.8761665,2.8761665,2.8761665,2.8761665,2.8761665
Thylacinus_cynocephalus,7.673541243,7.673541243,7.673541243,7.673541243,7.673541243
Thylogale_stigmatica,2.817727775,2.817727775,2.817727775,2.817727775,2.817727775
Thylogale_thetis,3.257704442,3.257704442,3.257704442,3.257704442,3.257704442
Trichosurus_vulpecula,1.909893225,1.909893225,1.909893225,1.909893225,1.909893225
Wallabia_bicolor,1.800080794,1.800080794,1.800080794,1.800080794,1.800080794
'14',6.150720321686164,3.282846203140085,3.6843627823333622,1.0787515356475752,2.7063347758583065
'25',3.280684415920168,1.3814319862173516,-2.244686480433635,-4.311730195846049,-1.449867710201064
'37',-2.1612194659770614,3.3836191786983467,1.6714733933592698,0.1879754963803873,0.24212824498111238
'36',0.3091055454747545,0.7169621508439812,4.628016263601088,-1.5828091457988707,1.1180837935983892
'35',0.2904168206415512,0.6563029190582644,5.711637393477723,2.5043410148131056,-1.2429166893629013
'34',10.375594524253412,5.669960915447034,3.428984980256591,7.365097261377718,6.6676141354160245
'33',4.975362981446209,6.678241571481357,5.242742612771522,7.473293210840909,6.32739584834331
'51',4.258377153694535,6.6964338892797555,4.142356298087225,4.655536087720479,7.728314621111369
'57',4.138937611521823,4.319840584196926,3.9642065264627475,1.0846815834169683,3.2662864466027215
'56',8.380685229116631,8.210024965983052,6.2934265830968155,7.0820937391450824,8.548986122126784
'63',4.4305822906913725,4.5809981625111105,3.5852516049189522,4.733004249721829,5.189513207598806
'73',5.837031718634936,4.323635437323768,5.136897479803606,6.851613750707134,5.324374897495991
'84',4.032734908870235,0.18796956905489165,2.1783510480335897,4.408075843370863,-1.6965700044139311
'82',5.0698662994882815,5.919441929283302,3.543381176149884,4.755474596254316,3.6683485758961587
'13',10.515613128421611,5.083563543061257,7.470114306248245,12.163652008225542,1.4688505810782855
'43',9.30100781461334,5.365422415568728,2.3491572781112167,6.337556386824133,6.063809109190928
'50',3.0501270946050805,6.349173911154337,2.825478932808609,4.916598454579714,8.234619330505527
'48',6.809361281351367,6.098121032334425,5.71796110820696,7.047079318759538,6.146495441368731
'47',5.421634329064516,6.120026048238932,5.916328276922586,6.24630811180882,5.016471601150407
'49',3.0501270946050805,6.349173911154337,2.825478932808609,4.916598454579714,8.234619330505527
'68',6.640338252380434,6.932705938194247,4.7959372482407705,6.100409646009461,6.405483874976443
'60',3.651534113585944,5.362272171724975,4.232426204923202,3.6913654035509773,5.994831945191938
'72',7.4746216676209585,7.150120365412863,4.090584636046178,6.1337915156351865,5.139529198921124
'87',7.236623498608857,6.965777948742622,2.552095421447294,5.769468511991606,3.767236759383354
'83',6.543144016493425,7.422708334021625,2.752612834247386,5.406839242128728,3.3485411799270373
'80',6.543144016493425,7.422708334021625,2.752612834247386,5.406839242128728,3.3485411799270373
'79',4.691381509839497,6.402497224926648,3.339932364420666,4.38291079164073,5.099447470308478
'94',4.3288965749911945,6.8852043674130075,3.9711510991594867,5.735674362193382,4.9321494780739465
'92',0.6683474073093801,5.7088382693553825,3.820495596993818,8.326668992311523,3.5578856895644977
'78',1.6118294056118463,4.484440531313262,0.5980304061157656,8.68866498179257,2.573309678621076
'98',4.258632158157292,5.582936433177596,-1.1050783011192382,0.6454466003526347,0.925942244285005
