Species,Iter1,Iter2,Iter3,Iter4,Iter5
Aepyprymnus_rufescens,12.80148742,12.80148742,12.80148742,12.80148742,12.80148742
Bettongia_penicillata,7.770504805,7.770504805,7.770504805,7.770504805,7.770504805
Bettongia_tropica,11.65754165,11.65754165,11.65754165,11.65754165,11.65754165
Dasyurus_maculatus,41.39734148,41.39734148,41.39734148,41.39734148,41.39734148
Dasyurus_viverrinus,7.224621165,7.224621165,7.224621165,7.224621165,7.224621165
Dendrolagus_bennettianus,42.61129841,42.61129841,42.61129841,42.61129841,42.61129841
Dendrolagus_goodfellowi,20.626407,20.626407,20.626407,20.626407,20.626407
Dendrolagus_lumholtzi,20.82824566,20.82824566,20.82824566,20.82824566,20.82824566
Dendrolagus_matschiei,18.18859788,18.18859788,18.18859788,18.18859788,18.18859788
Dorcopsulus_vanheurni,12.98334664,12.98334664,12.98334664,12.98334664,12.98334664
Hypsiprymnodon_moschatus,7.224621165,7.224621165,7.224621165,7.224621165,7.224621165
Lagorchestes_conspicillatus,16.68101644,16.68101644,16.68101644,16.68101644,16.68101644
Lagorchestes_hirsutus,12.69778188,12.69778188,12.69778188,12.69778188,12.69778188
Lagostrophus_fasciatus,13.28459559,13.28459559,13.28459559,13.28459559,13.28459559
Macropus_fuliginosus,7.770504805,7.770504805,7.770504805,7.770504805,7.770504805
Macropus_giganteus,47.36878588,47.36878588,47.36878588,47.36878588,47.36878588
Notamacropus_agilis,7.224621165,7.224621165,7.224621165,7.224621165,7.224621165
Notamacropus_irma,20.64926536,20.64926536,20.64926536,20.64926536,20.64926536
Onychogalea_fraenata,16.25470435,16.25470435,16.25470435,16.25470435,16.25470435
Onychogalea_unguifera,44.30409787,44.30409787,44.30409787,44.30409787,44.30409787
Osphranter_antilopinus,42.61129841,42.61129841,42.61129841,42.61129841,42.61129841
Osphranter_robustus,42.61129841,42.61129841,42.61129841,42.61129841,42.61129841
Osphranter_rufus,35.47805005,35.47805005,35.47805005,35.47805005,35.47805005
Petrogale_brachyotis,17.94359105,17.94359105,17.94359105,17.94359105,17.94359105
Petrogale_penicillata,18.21221632,18.21221632,18.21221632,18.21221632,18.21221632
Petrogale_persephone,20.45686705,20.45686705,20.45686705,20.45686705,20.45686705
Potorous_tridactylus,17.09824827,17.09824827,17.09824827,17.09824827,17.09824827
Pseudocheirus_peregrinus,7.955359898,7.955359898,7.955359898,7.955359898,7.955359898
Setonix_brachyurus,18.52576436,18.52576436,18.52576436,18.52576436,18.52576436
Spilocuscus_maculatus,11.44301158,11.44301158,11.44301158,11.44301158,11.44301158
Thylacinus_cynocephalus,20.82824566,20.82824566,20.82824566,20.82824566,20.82824566
Thylogale_stigmatica,21.17559009,21.17559009,21.17559009,21.17559009,21.17559009
Thylogale_thetis,16.6479138,16.6479138,16.6479138,16.6479138,16.6479138
Trichosurus_vulpecula,12.837245,12.837245,12.837245,12.837245,12.837245
Wallabia_bicolor,22.29745449,22.29745449,22.29745449,22.29745449,22.29745449
'14',24.40351199632684,25.134355951915097,22.70497418631899,25.28845288361955,22.47730305575306
'25',19.776481777407184,13.613423528846544,4.731651263594157,9.564494415584313,14.932910611501775
'37',12.146550968091374,10.023621638260712,11.56667738674847,9.35253006444453,10.472564822250227
'36',13.143216992716857,11.018520598922546,9.415563685527749,9.20748363426419,12.187491180028816
'35',14.972228770661124,14.570980219369622,9.35201091464291,14.582466054301408,13.662076013805791
'34',17.801029210369034,20.47118334133219,17.24583737691789,15.907348740523416,19.604812210433245
'33',18.737915141558698,18.230560974930253,19.409316207107054,19.37520986212638,17.757679916224618
'51',21.20332993159119,21.51017259757519,18.700133707277075,21.068284701011773,18.852516512098585
'57',16.653537471897902,21.816196529127637,20.73121885193249,17.09080282756179,19.374000578011366
'56',11.444506992828732,15.340735659404404,14.96757665567212,13.219617850852202,14.367056456738245
'63',44.21187830354067,42.18302904841708,44.367659279970056,42.34359157320283,42.13803247284234
'73',29.002389052898664,27.68114659554666,28.216004281493547,28.539293777792636,26.878672346540142
'84',15.481016026692284,14.1373406206721,13.936342010742443,12.852071669792164,15.36081236937804
'82',29.40552469119252,29.80650041443136,30.453009558027823,30.09729913495327,30.240645909586654
'13',23.759068199425947,18.566930592428925,21.03585337242936,21.4302037604838,23.03610745928
