Species,Iter1,Iter2,Iter3,Iter4,Iter5
Aepyprymnus_rufescens,4.31890706,4.31890706,4.31890706,4.31890706,4.31890706
Bettongia_penicillata,3.128985234,3.128985234,3.128985234,3.128985234,3.128985234
Bettongia_tropica,3.20038519,3.20038519,3.20038519,3.20038519,3.20038519
Dasyurus_maculatus,6.71620542,6.71620542,6.71620542,6.71620542,6.71620542
Dasyurus_viverrinus,10.68962811,10.68962811,10.68962811,10.68962811,10.68962811
Dendrolagus_bennettianus,2.316560384,2.316560384,2.316560384,2.316560384,2.316560384
Dendrolagus_goodfellowi,6.247213618,6.247213618,6.247213618,6.247213618,6.247213618
Dendrolagus_lumholtzi,6.489343037,6.489343037,6.489343037,6.489343037,6.489343037
Dendrolagus_matschiei,5.813811331,5.813811331,5.813811331,5.813811331,5.813811331
Dorcopsulus_vanheurni,2.24610588,2.24610588,2.24610588,2.24610588,2.24610588
Hypsiprymnodon_moschatus,9.370923362,9.370923362,9.370923362,9.370923362,9.370923362
Lagorchestes_conspicillatus,5.122606756,5.122606756,5.122606756,5.122606756,5.122606756
Lagorchestes_hirsutus,9.898693956,9.898693956,9.898693956,9.898693956,9.898693956
Lagostrophus_fasciatus,5.640134103,5.640134103,5.640134103,5.640134103,5.640134103
Macropus_fuliginosus,2.24610588,2.24610588,2.24610588,2.24610588,2.24610588
Macropus_giganteus,2.735581025,2.735581025,2.735581025,2.735581025,2.735581025
Notamacropus_agilis,7.87445468,7.87445468,7.87445468,7.87445468,7.87445468
Notamacropus_irma,5.339521686,5.339521686,5.339521686,5.339521686,5.339521686
Onychogalea_fraenata,4.442621978,4.442621978,4.442621978,4.442621978,4.442621978
Onychogalea_unguifera,2.316560384,2.316560384,2.316560384,2.316560384,2.316560384
Osphranter_antilopinus,12.92791812,12.92791812,12.92791812,12.92791812,12.92791812
Osphranter_robustus,7.652297345,7.652297345,7.652297345,7.652297345,7.652297345
Osphranter_rufus,12.92791812,12.92791812,12.92791812,12.92791812,12.92791812
Petrogale_brachyotis,3.618317884,3.618317884,3.618317884,3.618317884,3.618317884
Petrogale_penicillata,12.54199654,12.54199654,12.54199654,12.54199654,12.54199654
Petrogale_persephone,5.312402022,5.312402022,5.312402022,5.312402022,5.312402022
Potorous_tridactylus,3.198867492,3.198867492,3.198867492,3.198867492,3.198867492
Pseudocheirus_peregrinus,2.256228654,2.256228654,2.256228654,2.256228654,2.256228654
Setonix_brachyurus,3.937251439,3.937251439,3.937251439,3.937251439,3.937251439
Spilocuscus_maculatus,5.508888609,5.508888609,5.508888609,5.508888609,5.508888609
Thylacinus_cynocephalus,4.835245126,4.835245126,4.835245126,4.835245126,4.835245126
Thylogale_stigmatica,4.529858775,4.529858775,4.529858775,4.529858775,4.529858775
Thylogale_thetis,4.448953639,4.448953639,4.448953639,4.448953639,4.448953639
Trichosurus_vulpecula,2.256228654,2.256228654,2.256228654,2.256228654,2.256228654
Wallabia_bicolor,2.735581025,2.735581025,2.735581025,2.735581025,2.735581025
'14',8.01434424927028,9.763204413137966,8.98874244275036,9.813488394904747,4.78215716554034
'25',9.399704561634415,4.611875358463898,-6.844188068651422,-0.48715600985147633,4.398944984823192
'37',3.8505211032322735,2.7620767529272587,3.0495906711967256,1.8377576965276683,2.7838343044066955
'36',1.8976604047464067,3.637106246988425,1.6421469075059292,3.201338284132827,2.877612911918244
'35',3.791684434335612,6.1741960821791775,3.1263429126474027,5.905529015489682,2.7805288089053657
'34',10.139741432961491,11.5319779209202,9.446995952254108,6.782516450504346,9.675895704476867
'33',2.9334615047546957,7.79246253054699,6.984066777044621,5.302095845216419,6.634155650042019
'51',5.941619639931301,7.212374610514993,6.329257489875357,6.747058891163131,6.537118615347126
'57',3.5946693813920754,4.8828261380981886,1.4746434953358611,3.0712954036864706,3.423090252260103
'56',6.991464514271996,7.9395651743622375,7.145502578054877,6.760993489007733,5.469361204532079
'63',10.485888437432354,9.48243539338423,9.240729158452547,10.456556742434298,10.24053967630854
'73',3.1326015286182867,2.2908659429375864,1.6543002907800362,3.744896013494891,2.6751366844426974
'84',7.534450845597104,5.895537995157983,7.126428059614106,6.175997147601096,7.080493349103061
'82',5.766754136974317,1.3919884455772025,3.117011252543247,2.5421741661523853,2.3454392604148997
'13',-3.4057603190648984,12.562728529131025,2.7062128997607156,13.228543311051466,8.930581961423838
'43',9.217489417926489,9.937551346345964,9.062164736021888,6.838253856225153,8.70314011668091
'50',5.666354235022836,4.15798618769689,6.182237739903733,5.206364183292514,6.6345221875970415
'48',4.996031201269884,6.5872923983630844,6.544022681531311,6.235021018717644,5.234272897930331
'47',11.146741642439215,10.249602414130369,10.275356268478623,9.382600133616,11.191703370780065
'49',5.666354235022836,4.15798618769689,6.182237739903733,5.206364183292514,6.6345221875970415
'68',5.137913844279964,7.009848234914805,7.883438897426879,7.404088411024278,6.444191521619312
'60',5.229263270346558,3.9642774089459185,4.4564255179310575,4.561154110582961,5.350792832488162
'72',4.008902944830725,5.9437595899983835,6.9145419297716515,6.8207839229133835,5.345324842106619
'87',4.585874525537448,4.414557294522999,7.3226008494861405,7.406045364090979,6.102336645791244
'83',4.460745529970711,4.948181816712186,7.053316767503248,7.466805305851628,5.671947379160461
'80',4.460745529970711,4.948181816712186,7.053316767503248,7.466805305851628,5.671947379160461
'79',5.207397739149754,4.750182303269492,4.340481737036072,5.54986087002623,5.951984509145128
'94',5.2059520585438674,4.555130683782087,5.570922398157969,4.579162614336022,4.724617054639184
'92',1.273618183413599,4.110037196461821,7.85868136355961,2.8082144532628157,-0.7661738862147913
'78',2.388243233791809,3.1591831337122827,9.16512073388159,5.665330684417741,1.51797365587546
'98',3.987359271442371,4.176777173228596,5.158893836352884,4.507577595212561,6.679588740574188
'97',8.26165405911459,6.770673955002491,-0.4437209004751585,2.2445879997508213,9.67454048405744
'77',7.434048868368086,6.196163902876158,-0.21924884336483097,0.41886590629561354,12.633649142596576
Node 69,8.926846677938265,13.412062136092185,1.1491955211999751,5.247982543111802,13.551764923283546
