"Individual","Species","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Thylacinus_cynocephalus_A12447","Thylacinus_cynocephalus",12.92791812,33.95913538,8.314342064,5.361360968,35.02580438,23.60376256,9.422770698,50.79546662,26.95302873,19.69076831,9.094568279,136.0339899,102.3874976,22.26845348,44.92488161,18.90975431,20.60374315,136.387487,12.46770459,5.916659686,26.97065224,111.6966881,98.78953762,NA,22.87448141,8.060954931,3.506876373,NA
"Thylacinus_cynocephalus_A3298","Thylacinus_cynocephalus",7.915167689,21.9464413,5.514854148,4.197880689,26.37553684,17.82873342,25.35484528,98.79464643,18.64143273,23.28297919,14.94697401,131.5404038,120.5499282,21.67356002,28.97352161,13.73805128,15.66398538,138.025919,18.56923417,6.750621394,34.81479428,172.8721369,90.61,NA,8.125157133,5.245814495,9.213135775,NA
"Thylacinus_cynocephalus_ANU-19-161","Thylacinus_cynocephalus",9.898693956,27.68228714,8.646307909,4.595397823,33.61517019,20.88196338,30.16107489,103.8522374,18.64143273,10.88183061,11.2549852,123.8420015,75.94524262,14.88763324,7.774336531,9.217708503,8.135243785,131.9899714,35.47805005,6.876504428,34.81479428,151.8646847,115.65,NA,24.33396013,14.86281121,3.506876373,NA
"Thylacinus_cynocephalus_F106839","Thylacinus_cynocephalus",5.339521686,6.791489308,8.646307909,4.197880689,15.63087934,23.93713429,25.35484528,106.3178756,15.97436976,9.114287222,17.6725325,119.295126,127.8761321,25.18718849,38.28075223,17.16120261,19.7817393,137.3723818,12.9954073,3.81191938,28.35745255,139.2909823,98.78953762,NA,16.88218101,23.08058869,9.802405615,NA
"Thylacinus_cynocephalus_F106840","Thylacinus_cynocephalus",4.835245126,5.864368253,32.04365157,5.999956382,10.64240184,7.663972754,44.46217524,57.42470487,7.882442757,32.96904869,11.38509619,124.2136442,38.95561236,9.146722645,8.838036947,9.58577007,6.160848658,130.1487415,20.37608875,9.317547527,50.49647162,208.2734968,454.3138412,NA,8.125157133,36.80669052,22.25225048,NA
"Thylacinus_cynocephalus_F106843","Thylacinus_cynocephalus",9.654739418,16.5856724,39.22249149,8.383165631,23.89853532,18.3713604,10.55011566,138.3961053,18.64143273,21.35518244,14.94697401,132.2132543,75.03386969,32.98565439,47.80256879,23.93685931,24.85807942,136.3942891,12.80148742,1.430349122,39.78555867,153.0173649,181.22,NA,32.19272348,16.69102689,3.506876373,NA
"Thylacinus_cynocephalus_SAMAM1960","Thylacinus_cynocephalus",5.934775242,8.578076039,6.23,3.873194517,13.88333379,7.417103053,63.61938471,47.36762683,15.3323084,7.841574338,8.427004015,125.9349811,76.03308897,5.575315629,7.774336531,7.36665832,8.135243785,148.2569495,46.87251022,6.750621394,84.77587865,210.1512635,185.5748891,40.40874154,17.48721207,17.48112179,11.29348961,19.7719785
"Thylacinus_cynocephalus_SAMAM95","Thylacinus_cynocephalus",12.54199654,32.83502444,7.299846628,5.001653984,36.86846741,22.91927841,30.4251634,130.2841215,23.53258806,29.27253205,17.6725325,125.7037286,127.8761321,26.48163431,36.46721682,18.18981528,18.61704951,135.7005187,24.80287097,7.673541243,46.99750072,208.970395,101.6829248,NA,30.1859681,8.060954931,9.213135775,NA
"Dasyurus_maculatus_J1876","Dasyurus_maculatus",4.891184437,6.392874582,4.74,5.999956382,13.3483506,12.65096772,30.4251634,53.56082121,9.549045444,8.133475841,5.210850123,112.8092225,124.4632176,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,12.28295795,2.521870501,24.51427662,100.8265443,98.78953762,NA,17.48721207,6.943581199,3.506876373,NA
"Dasyurus_maculatus_J2783","Dasyurus_maculatus",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,71.54595719,NA,11.55452253,8.060954931,3.506876373,NA
