"Individual","Species","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Thylacinus_cynocephalus_A12447","Thylacinus_cynocephalus",12.92791812,33.95913538,8.314342064,5.361360968,35.02580438,23.60376256,10.51955404,98.79464643,15.97436976,17.16859356,11.19648838,127.4565205,97.99629986,15.47814442,19.01254964,13.05824957,8.655589562,126.8029073,18.56923417,3.381989038,28.93969123,139.5498438,90.61,15.64002294,9.407382194,10.03450528,14.33744521,30.56859475
"Thylacinus_cynocephalus_A3298","Thylacinus_cynocephalus",7.915167689,21.9464413,5.514854148,4.197880689,26.37553684,17.82873342,25.35484528,98.79464643,18.64143273,23.28297919,14.94697401,131.5404038,120.5499282,21.67356002,28.97352161,13.73805128,15.66398538,138.025919,18.56923417,6.750621394,34.81479428,172.8721369,139.04,25.6381773,11.55452253,10.03450528,10.42774658,6.026149985
"Thylacinus_cynocephalus_ANU-19-161","Thylacinus_cynocephalus",9.898693956,27.68228714,8.646307909,4.595397823,33.61517019,20.88196338,22.58532298,99.24521293,18.73954195,21.35518244,11.58575966,130.3218729,116.9886961,20.55931455,27.03063926,15.88360664,15.66398538,140.5141187,18.18859788,2.651683627,29.63530181,142.6983845,166.86,24.03038122,22.87448141,26.66087802,21.79646968,19.7719785
"Thylacinus_cynocephalus_F106839","Thylacinus_cynocephalus",6.629878787,10.41503369,24.04242585,2.530469181,15.17150498,15.41074758,62.11081076,98.79464643,23.49978408,27.22119299,18.54030213,119.295126,127.8761321,25.18718849,38.28075223,17.16120261,19.7817393,137.3723818,29.78843813,6.921144953,47.32757882,172.8721369,237.4072831,25.6381773,15.56049875,17.48112179,5.84353515,22.93929417
"Thylacinus_cynocephalus_F106840","Thylacinus_cynocephalus",2.316560384,4.620932291,31.32468748,2.172891054,11.24546335,9.177575924,22.2259888,57.2327409,10.1958988,15.63954467,9.882168007,139.5136394,54.54255065,14.00110112,19.01254964,7.657322578,13.58096121,142.7669,20.37608875,9.317547527,50.49647162,208.2734968,132.646961,19.80585108,13.96213756,17.52812469,11.08041633,30.56859475
"Thylacinus_cynocephalus_F106843","Thylacinus_cynocephalus",7.915167689,9.941924457,8.471266975,4.595397823,12.96848016,14.12327944,62.11081076,106.3178756,23.53258806,32.96904869,19.42674089,117.1183072,65.32823941,32.98565439,47.80256879,23.93685931,24.85807942,136.3942891,35.47805005,5.304210128,77.88392883,231.4227526,454.3138412,25.6381773,13.11055627,17.81259091,7.587187558,30.56859475
"Thylacinus_cynocephalus_SAMAM1960","Thylacinus_cynocephalus",6.71620542,11.01071588,30.63019396,5.999956382,15.08624678,13.68253033,25.35484528,39.98881147,8.419871135,7.841574338,7.691569867,124.2136442,76.66217772,6.856132412,10.74698363,6.11842404,5.522378686,141.7216637,20.45686705,3.065016992,29.94315447,126.0074425,185.5748891,40.40874154,17.48721207,17.48112179,11.29348961,19.7719785
"Thylacinus_cynocephalus_SAMAM95","Thylacinus_cynocephalus",12.54199654,32.83502444,7.299846628,5.001653984,36.86846741,22.91927841,30.4251634,130.2841215,23.53258806,29.27253205,17.6725325,125.7037286,127.8761321,26.48163431,36.46721682,18.18981528,18.61704951,135.7005187,24.80287097,7.673541243,46.99750072,208.970395,181.22,19.80585108,12.49990496,18.21699533,14.08720035,22.93929417
"Dasyurus_maculatus_J1876","Dasyurus_maculatus",4.835245126,6.428877241,31.32468748,2.570470895,11.44699291,10.57740878,31.40449769,43.86929969,9.523819835,10.88183061,7.364971972,112.8092225,117.2096277,9.958784811,14.48944588,8.83630405,7.659788106,133.8187264,18.18859788,4.287424245,28.31962061,124.9969603,136.47,61.31189245,8.125157133,10.03450528,5.84353515,8.286608745
"Dasyurus_maculatus_J2783","Dasyurus_maculatus",5.934775242,11.07995595,2.597631424,2.570470895,14.01174395,11.895447,15.15219501,53.56082121,11.77788053,14.10531896,8.565883305,113.2452111,119.2028207,12.60377328,16.77420698,11.0470837,8.123323896,133.0796489,12.63049453,3.461568492,24.37252616,95.09654109,87.17,82.25020297,12.49990496,17.81259091,11.08041633,9.399234002
"Dasyurus_maculatus_J8049","Dasyurus_maculatus",6.71620542,11.62492632,2.375975084,2.657956243,13.75982655,11.59185206,13.17188727,56.55091524,10.48768123,14.10531896,7.691569867,131.5404038,109.9150135,11.1277532,13.35926808,8.407124674,8.331838239,135.702905,7.224621165,3.168783432,19.33854559,73.27315099,62.74,84.75476394,14.52973395,10.8634889,5.835271588,8.286608745
"Dasyurus_maculatus_JM8066","Dasyurus_maculatus",6.664193022,12.03787255,3.597339691,2.70254963,15.60807907,12.65096772,21.62931909,55.79551141,10.98504298,12.61986994,6.351913599,112.8092225,104.8469178,13.20543895,16.2821067,13.05824957,8.424836964,132.1136668,12.89572602,2.442359208,22.75753828,99.05887322,160.26,84.75476394,26.47877217,26.44535845,16.82248582,10.6257562
"Dasyurus_maculatus_JM9725","Dasyurus_maculatus",5.326032238,8.578076039,2.326284712,2.716511955,11.24546335,10.13401084,12.7923519,44.49747555,10.74780133,13.39632965,7.364971972,125.0608058,124.4632176,11.90215281,15.91093224,9.690384173,8.252567018,132.5806509,12.48524582,3.527186818,23.95475514,85.29265229,87.17,49.82129884,11.55452253,17.81259091,8.035110785,12.84718807
"Dasyurus_maculatus_M37890","Dasyurus_maculatus",6.09440871,11.01071588,2.909714258,2.512597051,14.15857127,11.26830517,19.53962277,55.79551141,11.90372787,13.25642546,9.410332728,107.9301888,127.8761321,12.82046866,17.53449569,11.15922813,8.870903698,134.2182937,13.86629706,3.032231305,23.77337176,98.71455374,96.5,63.134448,9.487531468,13.09128808,7.587187558,9.399234002
"Dasyurus_maculatus_S497","Dasyurus_maculatus",4.835245126,9.666786406,2.174782609,2.441002811,11.44699291,9.241402592,12.7923519,47.43130223,8.651688214,11.244309,6.561580605,131.5566314,108.2628898,10.54476379,13.05014383,9.685889436,8.323102134,135.702905,10.94282727,2.971039263,19.33854559,81.60090488,85.36,49.82129884,12.49990496,17.52812469,5.93366381,12.84718807
"Dasyurus_maculatus_SAMA-M27408","Dasyurus_maculatus",5.199184178,9.941924457,2.486533871,2.767804965,12.1472526,9.728074407,10.940734,50.22824549,8.525873447,10.46561087,6.351913599,116.9166,116.9886961,12.00365737,14.9106195,10.00396505,7.589419716,131.9899714,13.16008604,4.727242663,23.95475514,99.78635363,71.54595719,82.25020297,13.11055627,17.48112179,9.802405615,8.286608745
"Dasyurus_viverrinus_JM16666","Dasyurus_viverrinus",3.878163179,5.864368253,1.813370588,1.694077688,11.03415435,7.392063472,22.58532298,48.16978611,9.753220061,15.00602809,9.410332728,117.1183072,59.86977684,15.27460542,22.50404552,10.31245465,12.41359583,131.878567,18.9737324,6.553035767,46.99750072,149.9389142,136.47,17.67384041,7.972295169,8.060954931,5.780029158,9.399234002
"Dasyurus_viverrinus_JM19595","Dasyurus_viverrinus",8.904481475,16.49214429,2.375975084,5.36153471,22.31087687,15.41074758,10.940734,44.54065701,8.651688214,10.72834642,5.795831034,116.595748,104.8469178,9.02,11.94,6.68,5.8,120.6087,9.64,1.88,20.7345,71.14,87.17,61.31189245,20.60068636,17.52812469,13.69893674,13.61294932
"Dasyurus_viverrinus_JM22012","Dasyurus_viverrinus",4.632413713,7.607846234,2.136300474,2.172891054,11.6299535,8.335355518,10.863089,42.76763569,8.419871135,10.46561087,5.636531098,118.6916289,124.3866424,9.76,13.2,7.38,6.2,126.9408,12.16416009,5.081229544,28.6532939,111.6966881,85.36,15.64002294,6.877352998,6.943581199,5.314987956,8.286608745
"Pseudocheirus_peregrinus_JM18721","Pseudocheirus_peregrinus",2.256228654,4.550004466,1.963817565,1.694077688,7.654295442,6.462702508,7.18931234,27.53026646,4.877178447,7.841574338,4.787306845,123.8420015,47.18348991,7.720954583,9.753572371,3.104920646,6.160848658,135.7275711,8.417542399,2.351773246,15.91719813,63.77195337,62.74,15.64002294,12.49990496,10.03450528,5.84353515,30.56859475
"Pseudocheirus_peregrinus_M12547","Pseudocheirus_peregrinus",2.24610588,4.135630454,2.487485075,2.044214197,7.113902688,6.571497899,7.610737064,25.75339168,6.005256723,6.832738057,3.821710971,127.6581881,117.2096277,6.708634292,8.787216639,2.570418001,5.110653336,146.8315079,6.494754906,1.358248299,13.66267921,57.53280885,85.36,9.484753189,3.929842994,5.853643819,2.982089857,3.940741799
"Pseudocheirus_peregrinus_UMZC-A9.26","Pseudocheirus_peregrinus",5.083444915,11.07995595,7.52027823,2.966847233,15.20764725,13.43151577,7.610737064,37.81849329,8.419871135,13.39632965,5.390018918,121.5249556,76.66217772,9.897369928,15.63535484,5.847201977,6.979437306,142.7669,7.955359898,1.867933085,19.32046724,73.27315099,71.54595719,17.67384041,10.82775054,14.86281121,13.69893674,19.7719785
"Spilocuscus_maculatus_AMM11634","Spilocuscus_maculatus",5.122606756,5.009651174,12.82235328,6.128447163,10.97998851,14.12327944,28.73412811,50.22824549,11.12262785,17.16859356,8.777437921,129.6037007,116.9886961,15.30265556,18.11391531,5.601120139,13.42955166,135.2161811,13.60688722,2.844990168,28.93969123,100.8265443,88.10640463,25.6381773,15.56049875,16.83786842,9.802405615,6.026149985
"Spilocuscus_maculatus_J16724","Spilocuscus_maculatus",5.508888609,12.62492765,2.38725858,4.597997687,13.55680294,16.20960346,13.45446504,50.79546662,10.1958988,15.00602809,8.427004015,122.5586198,50.61503111,12.63335119,16.2821067,7.21701533,6.254158219,123.4242032,11.44301158,3.313405693,23.95475514,102.5092061,96.5,25.6381773,15.10075234,8.060954931,10.84789975,6.026149985
"Spilocuscus_maculatus_JM18184","Spilocuscus_maculatus",4.104189175,10.19409312,2.210134557,2.249916432,11.7419784,11.06278205,10.55011566,38.50739848,6.985934851,10.69395565,5.961199597,121.4865642,37.89536904,10.34234956,13.61008698,5.146625637,6.899925767,132.0233499,9.286325328,2.8761665,18.91144533,72.11513679,64.59,24.03038122,9.487531468,8.060954931,5.93366381,22.93929417
"Trichosurus_vulpecula_JM10017","Trichosurus_vulpecula",4.026580449,7.335170706,2.389532026,2.356936722,11.66705859,12.21641046,12.25347803,42.86905791,7.030669179,11.244309,7.030803224,125.9349811,33.52720256,9.686387847,14.86275282,6.25751364,6.992380518,132.1136668,11.5104436,2.367513617,21.14452201,87.62,87.17,17.67384041,15.10075234,10.03450528,10.3076868,30.56859475
"Trichosurus_vulpecula_JM1872","Trichosurus_vulpecula",3.739994828,5.967429011,2.408297053,2.723880298,9.879983995,10.57740878,10.86529435,42.05805717,7.599168314,11.68049076,6.228644557,125.8548418,36.81722557,9.704042749,14.10302116,6.837893751,8.331838239,134.2580808,13.23785475,1.562813915,20.09921444,85.94205176,108.78,15.64002294,20.60068636,25.26905233,17.6060112,19.7719785
"Trichosurus_vulpecula_JM8567","Trichosurus_vulpecula",4.16468952,6.778379659,1.813370588,2.762869828,9.376770314,9.945692928,10.38230791,40.78557125,7.763618324,12.38325867,6.351913599,125.7464092,34.39413929,10.59199135,14.62583949,6.628274783,8.458762079,131.5576551,10.32395416,1.452874212,20.7345,59.25409932,88.10640463,15.64002294,22.87448141,24.61055181,14.08720035,16.17247432
"Trichosurus_vulpecula_M39088","Trichosurus_vulpecula",4.305687829,10.41503369,2.63691424,3.699013878,14.57312796,15.278908,14.57858858,57.1899434,10.40921909,16.96262689,9.410332728,134.8931383,38.95561236,13.56903445,20.13472583,8.071610879,10.5485366,142.5069455,13.74807677,2.32442544,27.82987271,108.4064897,119.39,15.64002294,22.58811132,24.61055181,18.69149119,30.56859475
"Trichosurus_vulpecula_SAMAM20643","Trichosurus_vulpecula",2.869113259,8.008284587,2.38725858,1.990072058,11.23799198,8.335355518,13.45446504,42.29046622,7.621425649,11.01679462,5.210850123,125.0608058,70.53752918,10.55231812,13.94320986,8.182451128,8.135243785,133.4640597,12.837245,1.893631523,20.60248909,87.64502027,132.646961,15.49249065,7.362438917,10.03450528,5.835271588,6.026149985
"Trichosurus_vulpecula_UMZC-A9.16","Trichosurus_vulpecula",5.326032238,12.00807223,39.22249149,4.870102337,15.63087934,13.4611364,17.016052,53.56082121,8.525873447,13.39632965,7.758146962,131.5404038,36.81722557,10.55231812,15.63535484,5.716615712,7.589419716,124.6052588,16.12463982,1.909893225,25.37771774,102.8655821,98.78953762,25.6381773,22.58811132,24.61055181,18.69149119,6.026149985
"Hypsiprymnodon_moschatus_J6249","Hypsiprymnodon_moschatus",2.316560384,4.258437628,12.82235328,1.67558087,5.031426823,4.770180603,15.74865525,34.6172266,7.763618324,9.8579423,5.210850123,105.4082005,124.4632176,11.48886436,14.11778151,8.615431586,6.2,131.5576551,13.74807677,2.378343656,22.36224616,87.64502027,96.5,82.25020297,7.362438917,10.03450528,5.84353515,44.11340496
"Hypsiprymnodon_moschatus_JM6187","Hypsiprymnodon_moschatus",4.448953639,6.722524922,33.08613196,2.570470895,9.971973243,9.945692928,7.18931234,27.53026646,4.913100691,6.238077938,3.506932298,129.7770208,31.1377437,5.579976123,7.317594272,4.625537792,4.471247977,154.0158582,7.224621165,1.800080794,14.794912,59.25409932,88.10640463,27.17335538,24.39187028,26.44535845,16.95610184,47.76871654
"Hypsiprymnodon_moschatus_M4154","Hypsiprymnodon_moschatus",5.233507589,4.135630454,6.23,3.699013878,8.521970709,11.08557973,15.74865525,27.53026646,7.882442757,7.97950717,5.210850123,112.8092225,120.5499282,6.29980514,7.774336531,4.90168826,4.796337005,145.9606016,8.063694062,1.362987257,14.59292393,60.04154957,71.54595719,11.16109471,5.257472891,5.245814495,3.506876373,5.777853212
