Species,81,82,83,84,85,86,87,88,89,810
Aepyprymnus_rufescens,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04
Bettongia_penicillata,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882,6.393284882
Bettongia_tropica,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303,5.374569303
Dasyurus_maculatus,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018,8.252567018
Dasyurus_viverrinus,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451,6.542683451
Dendrolagus_bennettianus,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832,12.06078832
Dendrolagus_goodfellowi,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583
Dendrolagus_lumholtzi,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279,10.70751279
Dendrolagus_matschiei,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315,20.60374315
Dorcopsulus_vanheurni,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976,5.95115976
Hypsiprymnodon_moschatus,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133,5.669828133
Lagorchestes_conspicillatus,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384,6.428224384
Lagorchestes_hirsutus,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859,4.728139859
Lagostrophus_fasciatus,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914,5.161200914
Macropus_fuliginosus,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129,16.06768129
Macropus_giganteus,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583,12.41359583
Notamacropus_agilis,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964,8.424836964
Notamacropus_irma,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332,10.44881332
Onychogalea_fraenata,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458,7.365564458
Onychogalea_unguifera,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849,11.5356849
Osphranter_antilopinus,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637,16.91761637
Osphranter_robustus,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331
Osphranter_rufus,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951,18.61704951
Petrogale_brachyotis,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219,6.254158219
Petrogale_penicillata,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577,8.733320577
Petrogale_persephone,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562,8.655589562
Potorous_tridactylus,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081,5.514720081
Pseudocheirus_peregrinus,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336,5.110653336
Setonix_brachyurus,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529,9.564425529
Spilocuscus_maculatus,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222,11.25192222
Thylacinus_cynocephalus,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331,16.53290331
Thylogale_stigmatica,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401,7.397197401
Thylogale_thetis,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071,8.826651071
Trichosurus_vulpecula,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518,6.992380518
Wallabia_bicolor,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306,6.979437306
'14',7.390628119457353,8.762007838780399,4.464734335108497,9.361832717321457,10.327079914085791,7.607877036363281,8.99572979390181,7.894897195167719,7.0527224554087,7.321721003343564
'25',6.2607294208296365,9.737474834547921,7.313719959960426,7.0002191442244,3.738238112033799,6.7406362385614615,13.688678621788887,9.175882741647941,7.795070833147145,5.239922641290508
'37',7.615761393000547,6.824995634638869,5.5191560998470734,6.655501082477016,4.903815293159513,6.902120615240212,5.741529767951303,6.033230012011697,7.466595208079166,6.030667536666381
'36',10.183305037509223,7.436071441324558,9.770044269470631,5.830175997169319,9.421572619670394,8.570337985738734,3.7675891759092996,8.538366569702744,7.407860549620825,4.401735546662632
'35',7.618920096211292,8.459401893162953,7.871683472258104,5.684345061626526,8.966473914456444,8.68303622075192,3.0993171706061564,4.824364294017934,9.557081484117015,5.224450790049689
'34',10.353097056519596,8.47961676676312,8.730356938949937,7.220868943870052,9.252071484830537,5.66172779314925,4.1963105230044535,5.953843069958028,11.923978259200144,7.254138153900787
'33',17.386686485076325,16.255262359723346,15.808839715585457,18.821971665164245,16.191953688101833,17.57207540803323,14.249210068047908,17.132102149124904,18.440759341219877,15.966890867647805
'51',13.904781879728127,14.963981971901077,13.587747658003495,15.114558330057442,12.270220241125974,12.684872288698548,15.660777407458143,16.991671759918166,12.584804274713383,14.378349989896126
'57',5.11494343030259,10.066777228006867,7.423324680339235,8.119198732870139,10.079881016280918,6.0380860566015215,8.256604173097932,9.175766045255372,8.653029786543685,9.425139533030302
'56',8.803561625104086,8.507206789072727,8.207946301521108,8.008551307394942,9.933450639746408,7.5488955152242445,6.71061743116922,8.850841873472374,10.162386514387936,9.52462054336665
'63',16.758720946242363,15.788814273537053,17.154494404754775,16.301747901963143,16.80910376313557,16.48086333719279,18.26483180438599,16.025110427048695,15.504529359799738,16.028120842742492
'73',14.575482661988518,13.119948502680577,15.89812047721352,13.246180540461307,15.78160265287325,16.16638167755316,13.208435117931757,12.845147270859483,13.598120417861317,15.230440749505755
'84',4.478214880736527,4.359923304388385,5.35408354511299,4.992131288967576,5.107954882405766,6.1727067071891435,6.761670529721631,4.833312726574627,3.730156853124378,4.610830183620014
'82',7.7053824329644565,9.395355987395954,9.894603846836546,9.743807941220181,8.552612088238213,9.774544905914837,9.656755766095655,9.582854488373984,9.759156540248766,8.858348703792887
'13',10.241767898410558,15.670915911475765,7.403679910689886,10.333881567907092,13.119896984908474,9.325182831813633,10.20323642973941,8.981505433749291,7.9724367057382155,12.79679733906424
'43',10.083217092137614,7.884651734571616,7.3247485762880284,7.638739795735071,9.460101886741977,4.78011708685623,4.56439940457064,6.124646505583119,11.577744751048865,6.277252318475655
'50',13.843793550590386,14.354726516302915,12.260453650456906,14.86808900820002,14.555054245634398,11.407332500294777,14.349590162179881,19.123171825881982,13.857110890277347,13.923719416378962
'48',10.31081830624701,8.17654566087848,7.619713618878336,6.730799148839582,11.50949965314629,8.348485105725247,7.876233916872451,9.704001640688379,10.938075974852843,9.256742029797532
'47',16.518845132402877,16.20969740605145,16.321360795550355,17.17461926686613,16.763447626162694,18.576046712095668,17.95833777039263,16.306285140335884,18.26047871549989,16.78497671148303
'49',13.843793550590386,14.354726516302915,12.260453650456906,14.86808900820002,14.555054245634398,11.407332500294777,14.349590162179881,19.123171825881982,13.857110890277347,13.923719416378962
'68',11.023670687342447,9.925078857159034,9.142962020992782,8.662531353135018,10.914118087382459,11.131743969898254,10.941991839417387,10.406678301512077,11.208471316251346,11.385882036518801
'60',9.806428250897135,12.781952873439986,11.0207990507218,11.876993510202174,12.709083726034656,8.849948687311386,12.063680748963055,15.12117641701949,11.52272632203164,11.04511336219284
'72',12.381962737834963,10.806267904693714,9.739050394478735,9.852018922912436,10.831019213207359,11.561353488672292,12.262282666263296,10.365178738858571,11.340535215803353,11.908076482160903
'87',11.71197841416724,8.633601931530352,7.435240265416208,7.993637900769936,10.636731824939174,10.420383871576373,11.023293891935902,9.816692461982766,8.593920259171236,10.1858499213573
'83',11.766530464686488,8.891838240713899,7.786077305752482,7.659755033607343,10.535694794515734,10.624198703478253,11.111907505444451,8.988780875751575,9.07234051495919,10.660224126261788
'80',11.766530464686488,8.891838240713899,7.786077305752482,7.659755033607343,10.535694794515734,10.624198703478253,11.111907505444451,8.988780875751575,9.07234051495919,10.660224126261788
'79',10.519231639625762,11.576561751297143,9.132557467085757,9.910563668947272,12.080181407777587,9.279137212133863,11.314167527169326,12.664712006938249,10.471036016382568,11.47983760458134
'94',11.050418318529202,12.403214553974236,9.249635133965908,9.677588724414365,12.213837908705958,8.922308755579328,11.499922062084234,11.240778202662025,11.114697228818981,11.694752185879628
'92',8.509477791400087,10.974394020302704,3.8769897450507007,8.375456874779314,11.554001024495824,6.170480493405267,10.264283381198862,12.058263569705655,11.439975651068188,7.711425992635649
'78',7.420153028883905,10.58183257783696,4.37711281627302,7.867208601771347,9.208020963807982,8.543296303723249,9.121733554139904,10.343385478025315,10.922546633778785,6.3522535585990605
'98',11.406046670402777,3.35752310388797,4.295944924518861,11.134047212687822,9.112163794003958,10.09854103976977,4.815463109623629,7.0855998950451795,8.284378895022172,5.744902220050323
'97',7.428917625140336,5.987908918861358,6.204796494110027,10.035612487081147,6.814778415733225,7.7017893086080385,6.4257216198446265,12.484907674459357,8.560163349335957,-0.45829303753431017
'77',7.198761582357019,7.534759796847376,8.861412862639117,8.412673793773358,5.48619173234408,6.824502326895199,8.728203761720444,10.386501168226872,8.620065836185097,0.4278088854587624
Node 69,11.874037210322381,11.547355287020272,8.612758665487313,12.265897001060289,7.584215216469171,7.903053725842241,9.000366291533872,9.812634970777635,9.671743534952437,7.96117264064328
