"Species","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"Aepyprymnus_rufescens",9.935435056625,14.261685679125,13.730155902875,8.578466987125,8.20803513475,7.98287047275,14.349405470375,8.36272672525,7.932528985,7.98287047275,10.15781609875,14.397191450375,8.532860838625,10.883113095375,8.09200104175,9.028753180875,8.03743575725,8.249000995375,13.758055207875,14.231602610375,11.008627140375,7.8695888785,7.868212629125,7.813647344625,8.112640017125
"Bettongia_penicillata",11.33152015675,11.33152015675,11.33152015675,9.47866183675,6.7034903425,6.6188061225,11.32720161175,7.0691354465,7.04193659875,8.95708083175,8.78413991425,10.46239743925,7.280536735,11.15608057425,9.69742042175,11.32720161175,7.04193659875,11.41054454425,8.07061316675,8.49823790925,11.15608057425,11.15608057425,7.04193659875,6.6188061225,10.36314599175
"Bettongia_tropica",8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005,8.4521047005
"Dasyurus_maculatus",10.371595287125,12.555899259875,10.202372159,10.487765407625,12.324701279875,10.160030049,10.202372159,10.371595287125,12.375450577375,10.202372159,10.202372159,10.202372159,10.426160571625,12.428667274875,10.371595287125,11.699337198625,12.555899259875,10.371595287125,10.985154893625,12.516387066125,10.385194711,12.516387066125,12.428667274875,10.4904769275,10.385194711
"Dasyurus_viverrinus",18.520051606,6.67192363333333,17.780728126,18.514293546,6.78116592833333,18.625417456,18.1200134193333,18.2861321626667,6.55901134,18.514293546,12.585313666,18.2861321626667,13.9803459293333,6.945445491,18.520051606,7.55056111833333,6.67192363333333,17.916059586,12.0676041393333,7.396707166,18.3972560726667,6.55901134,7.90012716833333,18.1200134193333,18.1200134193333
"Dendrolagus_bennettianus",10.072616419,18.643146445,18.30090437,18.30090437,18.30090437,18.30090437,10.1270141145,10.537296901,10.072616419,9.2263554665,10.072616419,17.88504039,18.30090437,17.88504039,18.80983231,18.30090437,17.88504039,9.3957239065,9.3957239065,10.537296901,17.88504039,18.651783535,17.73991942,10.072616419,9.2263554665
"Dendrolagus_goodfellowi",13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906,13.38946906
"Dendrolagus_lumholtzi",10.307346048,18.3940110225,18.777382595,18.8564069825,18.6019430125,9.4366387465,15.16128445,18.5976244675,9.4366387465,10.43055572,10.09210946375,10.6737420405,18.3940110225,10.45775456775,9.88421557175,10.33454489575,18.42650343,18.4911910725,10.45775456775,17.1734450825,18.8564069825,11.2636910135,9.8022838505,10.6737420405,16.94896552
"Dendrolagus_matschiei",9.3027559365,9.3027559365,18.550178475,18.550178475,9.979648449,17.79207242,10.444328931,10.444328931,18.71686434,18.558815565,9.979648449,9.979648449,18.558815565,10.0340461445,18.71686434,9.3027559365,10.197909587,10.197909587,17.79207242,18.558815565,10.197909587,10.197909587,9.979648449,18.71686434,10.0340461445
"Dorcopsulus_vanheurni",15.800553522,13.962264722,7.063337631,7.528018113,7.281598769,8.6392927865,7.528018113,10.445969642,14.730640632,15.800553522,7.1177353265,15.291625582,14.875761602,15.291625582,15.633867657,15.291625582,6.3864451185,7.063337631,15.800553522,6.2170766785,12.374305277,15.800553522,14.730640632,15.800553522,13.705756417
"Hypsiprymnodon_moschatus",5.95671365325,6.6391654535,7.098825216,7.277631644,6.86557892875,5.9334660165,14.4383416665,5.51033554025,5.7011257755,8.0658922165,10.0774602465,5.95326148225,4.939549043,11.1981173265,6.86088712325,5.755523471,5.389878367,14.354998734,7.202918274,7.2862105575,5.389878367,6.37073102075,5.36267951925,6.37073102075,5.7011257755
"Lagorchestes_conspicillatus",16.963631675,17.472559615,17.30587375,16.963631675,7.8890827715,8.735343724,8.0584512115,11.912573075,9.2108702855,16.547767695,16.547767695,8.735343724,8.735343724,8.7897414195,8.735343724,8.953604862,16.547767695,14.68967267,8.0584512115,17.472559615,15.37776251,7.8890827715,10.57099789,9.2108702855,16.547767695
"Lagorchestes_hirsutus",8.3994813902,8.3994813902,8.0609770092,11.8943677466,11.8276934006,8.0609770092,8.1287243852,11.8943677466,8.1287243852,11.8276934006,11.8311482366,11.8943677466,8.4867858454,8.1287243852,8.4867858454,11.8276934006,11.8276934006,11.6907965706,8.585353583,11.8311482366,8.4867858454,11.8943677466,9.3043546286,11.8276934006,11.8276934006
"Lagostrophus_fasciatus",15.21162167,16.44147813,14.31813027,11.723186765,8.6834518545,7.9521616465,9.093734641,9.093734641,16.44147813,17.208221275,16.44147813,16.44147813,17.199584185,10.370549369,7.7827932065,9.1062544315,17.36627005,16.85734211,7.9521616465,17.36627005,10.2617401085,7.9521616465,8.847315297,8.629054159,17.208221275
"Macropus_fuliginosus",21.716490022,22.082951954,22.019732444,22.082951954,14.8890965822,15.34572578,15.1598535872,17.247168058,15.0115598308,14.9108556604,21.409792764,15.0793072068,21.716490022,22.019732444,14.5505922012,21.860908408,15.1816126654,22.082951954,14.5505922012,22.019732444,22.019732444,15.3344624976,19.191087748,15.2471580424,21.882835614
"Macropus_giganteus",15.1662072714,15.1214540443,15.1214540443,21.946562531,17.4051883586,15.2373842896,15.1553277323,22.270391665,15.2056798175,15.5528945217,22.20194325,22.085433281,22.375632089,15.3245799228,22.087160699,15.0199492298,14.8059438122,15.1783218812,22.273846501,15.3663632899,21.98448524,22.272119083,22.342294916,22.068934831,22.203670668
"Notamacropus_agilis",7.75028880811111,21.5723258711111,8.48063345711111,7.65206052511111,21.3032844777778,8.105889779,8.08034072466667,21.4493082811111,8.57573828488889,21.5352845677778,21.19018938,12.6840154315556,8.77011907766667,9.88988172755556,21.3793382722222,7.723516421,7.76237718488889,21.3420230777778,7.75532285444444,8.38994220077778,21.02781306,7.90070936644444,21.0236280822222,12.7453285241111,7.83303612944444
"Notamacropus_irma",17.489330455,9.479303642,9.261042504,17.998258395,8.5841499915,17.84020962,17.073466475,9.261042504,8.5841499915,17.073466475,17.489330455,17.83157253,17.83157253,17.84020962,17.83157253,9.7382427765,10.650392546,17.276463665,8.4147815515,17.83157253,9.3154401995,17.83157253,9.3154401995,15.843610015,17.83157253
"Onychogalea_fraenata",10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905,10.966862905
"Onychogalea_unguifera",12.49773461,8.5803233095,17.263141505,8.5803233095,17.09645564,11.324471465,7.6796646615,8.990606096,17.10509273,14.20894107,8.990606096,8.525925614,8.525925614,16.754213565,11.324471465,7.6796646615,8.525925614,16.754213565,16.754213565,17.09645564,7.6796646615,8.525925614,17.10509273,8.525925614,17.09645564
