"Species","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"Aepyprymnus_rufescens",3.48874234125,6.024347979125,3.33031104725,3.324395446125,5.7445774725,5.491184989125,3.870071221,3.980338371625,6.052028867625,5.867310469625,5.70833683275,3.938571434375,5.703697093875,3.7550437475,5.85418247,3.360784345125,3.99758315875,3.370048528875,5.912675912625,3.423498078625,4.2997979545,5.203573637875,3.57141815425,3.469151161375,5.916382067125
"Bettongia_penicillata",3.89361425275,3.31783744225,2.48595395775,2.488507314,3.7558919825,4.09950117175,2.39634898225,2.39634898225,2.47497177925,2.40097318675,4.51193734975,3.47744286025,3.6088279385,4.1716063315,2.457295578,2.40097318675,3.228487331,3.467223064,3.820960953,2.39634898225,3.64519113875,3.6848707835,2.47497177925,4.1716063315,4.51193734975
"Bettongia_tropica",2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201,2.133938201
"Dasyurus_maculatus",3.241017010125,2.765169693375,2.544870701,2.748401843125,2.551638468375,2.50787140475,2.50787140475,2.5055593025,2.728186036875,3.35713539725,2.5055593025,3.35713539725,2.49921761825,3.332690929375,3.040996343375,3.185330802625,2.92675375475,2.544870701,2.50787140475,2.50787140475,2.601237045125,2.50787140475,3.344007397625,2.642087314375,3.442259574625
"Dasyurus_viverrinus",3.21943877666667,2.75962062,1.943913074,2.10265718433333,6.47485942166667,6.61008790966667,6.57537052933333,6.33557201766667,2.27204620166667,1.92927016933333,2.174974995,1.94618132733333,5.19681894133333,2.05101172333333,2.00387518666667,2.05101172333333,2.168809389,6.47485942166667,7.16000281366667,6.252719608,6.47485942166667,6.02108473066667,1.84751653733333,6.30043887733333,1.84751653733333
"Dendrolagus_bennettianus",2.754419548,6.160723927,2.754419548,2.9387362115,6.102843754,2.911665142,6.102843754,6.102843754,2.754419548,2.754419548,2.729052811,5.4735055485,5.748950089,6.3049342465,6.1082119285,2.8763127395,2.754419548,2.911665142,2.9387362115,2.729052811,5.4735055485,6.985596283,2.763667957,5.6962503785,5.748950089
"Dendrolagus_goodfellowi",3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333,3.48955743833333
"Dendrolagus_lumholtzi",4.20883068125,2.931485669,2.65307396425,5.82007808025,5.93555874175,3.28734222125,2.59638294475,2.67038153725,5.6498297255,6.23579242925,2.6480811315,2.57445116725,2.7267039285,4.5794970775,5.08813529325,2.57445116725,6.1636872695,5.82007808025,5.99343891475,6.11479833375,2.7831142255,2.56176779875,2.57445116725,6.1736383185,5.6859586095
"Dendrolagus_matschiei",3.3840281175,2.412657955,2.591867906,2.7953689255,2.569903549,2.569903549,6.64383469,5.407188496,5.1317439555,5.761082161,2.591867906,5.7664503355,2.412657955,2.421906364,5.3544887855,6.1594590435,5.9631726535,5.407188496,2.387291218,2.412657955,5.818962334,2.412657955,2.412657955,2.387291218,6.64383469
"Dorcopsulus_vanheurni",2.3516801175,2.3516801175,2.1030250255,2.0776582885,2.0776582885,5.5093294045,2.1122734345,2.0776582885,2.0776582885,2.2602706195,5.849826114,5.849826114,2.2602706195,2.224918217,2.1122734345,2.1030250255,5.849826114,2.623490568,5.5093294045,5.5093294045,2.2602706195,5.849826114,2.2602706195,5.653539724,5.849826114
"Hypsiprymnodon_moschatus",1.831125274,2.7628397375,1.6628975015,2.44393656975,5.65188641325,2.724858929,1.72384409725,1.7415202985,1.667521706,5.21051014875,1.7571266815,2.31138247925,1.667521706,4.069645534,5.311555395,2.136571912,1.650214133,3.970383151,4.730567122,1.71116072875,1.83367863025,3.09153251725,1.6628975015,5.65188641325,5.65188641325
"Lagorchestes_conspicillatus",3.837768626,4.0220852895,7.5845697145,7.1462951335,7.186192832,3.847017035,8.068945361,8.068945361,7.5845697145,3.847017035,7.3882833245,3.847017035,3.837768626,3.847017035,3.812401889,3.837768626,3.847017035,4.3582341685,6.6869925675,6.6869925675,7.3882833245,8.068945361,3.837768626,7.3882833245,6.832299167
"Lagorchestes_hirsutus",3.2895606632,3.2757146048,4.9783319936,3.4389456878,4.3734956998,4.6483830512,4.9783319936,4.784581735,4.784581735,4.625230982,4.3734956998,4.6273782518,4.9783319936,3.2895606632,3.3346185762,3.2757146048,4.9783319936,4.3734956998,3.359587965,4.6483830512,3.4389456878,4.784581735,4.625230982,3.8369658888,4.483673516
"Lagostrophus_fasciatus",5.6733275995,2.364801092,5.713225298,4.207778012,2.339434355,4.049578901,2.339434355,6.595977827,5.0838870925,2.374049501,2.544011043,2.364801092,5.7185934725,2.4866942835,2.522046686,4.5065492555,2.544011043,5.9153157905,5.771105471,2.364801092,3.6259510015,2.364801092,3.4692016585,2.522046686,2.374049501
"Macropus_fuliginosus",6.0437217416,8.3578660114,8.8733327144,6.0318324286,8.7924965174,8.986246776,5.9581057632,8.986246776,8.7371340306,6.1111901514,8.637440304,9.0093988452,8.8156485866,5.9544063996,5.9581057632,8.7924965174,6.0210040008,5.93411301,8.4356129284,8.6331457644,6.1703890254,6.0210040008,5.9581057632,8.307871064,8.7924965174
