"Species","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"Aepyprymnus_rufescens",129.136676075,128.1080291125,127.20579945,140.1653511,129.471004375,133.4138375,138.9453817,140.750714175,126.6404875375,139.8947884875,127.669747125,128.608891575,139.3929990125,139.625069975,129.7282663,128.021685025,127.5796319875,127.809161725,128.5412470625,139.2910903,140.1891340875,127.661529775,128.021685025,139.284135725,127.7872591875
"Bettongia_penicillata",139.608794175,130.85246925,143.6980632,125.941259425,126.195319275,127.53352795,142.834737675,144.08378325,144.88220865,144.88220865,125.1359398,126.7189648,126.1246163,142.032896875,141.081248025,128.54910235,146.692205375,144.678391225,128.54910235,133.958204725,142.8683945,124.891123475,144.427007825,144.678391225,140.394798875
"Bettongia_tropica",133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235,133.06656235
"Dasyurus_maculatus",137.8816040125,131.854778975,136.2087241125,131.5801171,131.1774572875,136.8746969375,136.647096525,137.2716193125,131.0298253375,133.084092925,130.8255193875,136.5451878125,136.647096525,131.854778975,133.8872370375,135.384796125,132.5596072375,131.346991775,131.3198576375,133.4328086375,138.6777390875,138.6777390875,131.854778975,137.0598317125,135.2356392
"Dasyurus_viverrinus",126.019131233333,125.899413833333,124.8301,127.361106,127.750006233333,123.3314793,123.657901066667,124.051586266667,131.935483166667,125.464092233333,130.563099433333,124.8301,123.657901066667,131.170033866667,124.731660566667,124.731660566667,125.464092233333,131.732092533333,129.757054566667,124.226898433333,123.657901066667,123.3314793,130.563099433333,122.7194,124.8301
"Dendrolagus_bennettianus",143.5088414,138.57081145,140.3243011,140.3243011,143.5088414,138.57081145,127.72338125,130.7808947,140.3243011,126.8052623,126.8052623,138.57081145,140.62938705,128.8035417,139.4812131,126.8052623,130.92230065,138.57081145,128.8035417,143.5088414,126.8052623,138.57081145,134.3040207,127.72338125,130.92230065
"Dendrolagus_goodfellowi",137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321,137.9271321
"Dendrolagus_lumholtzi",132.653962625,138.077677725,134.253422325,137.73445315,134.253422325,140.5466927,132.89877895,138.077677725,133.77792815,132.19490315,132.89877895,132.89877895,133.19404285,134.210972325,133.19404285,133.704098575,138.53287855,138.53287855,140.5466927,138.750605125,138.53287855,133.77792815,140.5466927,139.106965525,132.89877895
"Dendrolagus_matschiei",126.4764158,146.8315079,150.8313179,122.93457055,120.6087,146.8315079,123.52509835,142.7669,123.52509835,122.0164516,126.9408,147.6467776,126.13348995,145.05019995,127.60272325,124.6052588,126.13348995,124.014731,147.86876095,122.0164516,124.014731,120.6087,125.6438573,137.8843623,125.7730294
"Dorcopsulus_vanheurni",139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422,139.1495422
"Hypsiprymnodon_moschatus",148.970046725,148.81750375,147.940758925,142.517043825,148.81750375,142.517043825,144.442994725,145.837702125,148.39595975,143.152516625,147.6333583,145.7530315,148.39595975,146.004381625,144.074053525,144.116503525,148.613686325,144.88220865,142.05798435,148.81750375,148.39595975,142.517043825,148.39595975,148.613686325,147.940758925
