"Species","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"Aepyprymnus_rufescens",76.9648594225,169.2869614125,192.2705974875,385.1729470375,80.2548594225,166.80847591125,120.59499727,143.6223876275,101.3323594225,434.393636475,196.07004386125,162.353370125,183.53792131125,456.840310125,147.63621736375,95.889620125,169.7642805125,86.8736094225,326.7035084875,148.30315196625,109.06911290625,157.122120125,154.10924025,162.43771618375,117.3442805125
"Bettongia_penicillata",186.16372105,90.9242500475,87.018239345,294.925445275,203.4178947,209.16622105,189.97026075,212.830239875,107.15526075,83.07776075,178.847081525,132.398983025,199.2334742725,317.372118925,90.4717500475,85.2792500475,100.092001,93.92526075,89.18526075,144.0327053,94.37776075,90.9242500475,89.18526075,94.37776075,116.67526075
"Bettongia_tropica",106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67
"Dasyurus_maculatus",191.64371887375,298.959311975,369.462627925,77.46324464875,171.26695901,104.78375,85.00875,90.32299025,135.33040503625,123.51824464875,102.83574464875,230.888550925,251.94207647375,286.2176488,299.3303005625,125.43125,124.30790503625,111.3656111375,264.943831825,109.0084103875,89.8089892975,98.59324464875,145.5327312625,230.5324686875,81.1552392975
"Dasyurus_viverrinus",418.873579366667,208.815319063333,372.859944333333,536.202656166667,506.273757966667,456.7003572,149.2616297,418.873579366667,448.802477566667,418.3399165,460.260122933333,220.129818433333,223.438965633333,66.29198573,414.780150766667,177.11,386.58234293,158.263333333333,182.506638833333,460.260122933333,255.913511933333,73.83198573,111.173333333333,256.494613733333,372.859944333333
"Dendrolagus_bennettianus",183.63,295.976427045,75.88,350.11995825,135.46744455,173.245,106.605,241.46495825,326.45844845,481.22022615,78.452978595,150.07364155,544.1005358,79.357978595,469.3734067,343.63344845,228.47,211.77,68.067978595,91.065,127.015,172.32,134.195,233.73744455,304.256650765
"Dendrolagus_goodfellowi",120.29,152.243333333333,120.29,134.453333333333,113.366666666667,126.69,136.006666666667,130.386666666667,134.453333333333,147.456666666667,113.366666666667,150.96,153.694963033333,243.274613733333,145.78,136.006666666667,138.183333333333,134.453333333333,120.29,145.78,147.456666666667,138.183333333333,145.78,185.803333333333,131.633333333333
"Dendrolagus_lumholtzi",206.661724225,317.550939425,139.769884405,189.0189684225,281.2159603,383.101073375,98.5561307075,170.984979125,89.0025,254.6809603,180.258210325,82.5375,392.09455455,177.082479125,94.185,107.345,170.7475,169.941222275,399.6243373,188.4859603,136.4675,122.8425,111.3834805,82.085,172.371222275
"Dendrolagus_matschiei",293.4119206,121.845,326.45844845,98.55,207.205,275.42495825,146.385,338.3052679,156.865,207.205,207.205,202.755,207.205,326.45844845,135.775,98.55,114.505,146.385,98.55,126.215,180.255,338.3052679,275.42495825,293.4119206,102.027978595
"Dorcopsulus_vanheurni",95.467978595,286.8519206,91.99,102.375,200.645,152.48244455,173.695,150.305,200.645,286.8519206,102.375,140.61,102.375,91.99,123.62,143.125,119.39,150.305,286.8519206,103.28,196.195,102.375,102.375,268.86495825,110.5364624
"Hypsiprymnodon_moschatus",352.286858175,80.61,223.9642999,243.47013395,132.0775,114.7158100725,196.039224225,102.8664855625,80.61,168.4899495975,318.62170335,94.0614892975,162.949979125,275.512684525,112.514320775,80.370478595,176.179979125,99.275,185.0132135225,270.2134603,98.93,315.64693385,68.8475,74.5025,88.045
"Lagorchestes_conspicillatus",343.63344845,119.202978595,119.202978595,355.4802679,127.015,224.38,170.95,219.93,224.38,114.8,136.655,172.115,126.11,115.725,114.8,126.11,126.11,119.202978595,310.5869206,127.483202315,170.95,176.21744455,115.725,127.015,119.202978595
"Lagorchestes_hirsutus",341.38474206,245.588727918,200.81622486,162.8419833,115.018,133.161191438,190.642,165.88276824,200.1119833,96.616,160.079174738,314.09675876,96.608,94.215191438,145.18697782,129.32497782,102.225191438,98.007191438,209.71476824,328.16613092,332.9048587,167.7279833,125.03097782,222.93337938,222.56337938
"Lagostrophus_fasciatus",196.54,196.54,196.54,315.79344845,143.11,196.54,136.505,107.2390591,98.27,196.54,109.98,148.37744455,86.96,264.75995825,125.11,87.885,99.175,86.96,99.175,196.54,98.27,91.362978595,192.09,264.75995825,86.96
"Macropus_fuliginosus",439.0735103,139.1239833,221.95475154,442.03223808,143.667557614,142.268366176,326.94579712,471.10022138,353.32936268,183.933174738,423.398842,220.93193894,148.5179833,439.0735103,448.55096586,279.38343992,370.95873484,230.34543992,230.87209046,145.763174738,425.85489916,387.21231532,391.37213092,232.040554118,361.9839499
"Macropus_giganteus",406.49548646,463.42298609,121.805072566,140.277643452,270.52775103,430.53567278,190.629418,471.26032024,389.99767805,384.132094139,433.35999805,289.08880212,122.124881128,199.678723109,255.570705279,440.21484561,171.999349877,448.05217976,297.676000168,374.70750316,434.83356862,422.08346149,257.98043296,446.78089919,397.98143649
"Notamacropus_agilis",415.155738077778,133.414647875556,142.461773021111,98.5017730211111,317.047074911111,427.837211188889,391.430596711111,360.517680277778,181.332852453333,347.489683065556,314.114943977778,365.546096155556,140.472649022222,178.213985965556,115.201648063333,115.675106354444,309.924177655556,121.887328576667,93.8991015977778,374.426711566667,119.016666666667,284.564576711111,392.241597977778,111.287328576667,272.556731066667
"Notamacropus_irma",173.09364155,161.38364155,345.86056215,232.70364155,162.28864155,345.86056215,345.86056215,161.38364155,207.38864155,390.75390945,345.86056215,259.65364155,378.90709,154.476620145,390.75390945,154.476620145,161.38364155,237.4072831,345.86056215,154.476620145,207.38864155,378.90709,327.8735998,161.38364155,345.86056215
"Onychogalea_fraenata",315.15609425,346.69670335,309.04859425,263.72013395,265.2137014,165.986222275,125.0075,216.204979125,160.781222275,123.4439892975,153.9139892975,172.0375,182.3789684225,146.0675,124.1877115725,116.834830705,219.98054305,153.661222275,320.11094845,269.91263395,114.9475,249.817781075,145.073722275,230.05013395,227.8662014
"Onychogalea_unguifera",126.11,262.929899195,63.665,156.68,132.27,95.2340591,173.245,331.7452679,233.73744455,532.25371635,68.067978595,436.32687885,350.11995825,413.0002679,413.0002679,396.70344845,348.88844845,233.73744455,413.0002679,85.36,86.265,108.935,362.6602679,63.665,317.3552679
